SP ID,Registration Batch,Gender,Age,Work Experience/Company,Work Experience/Designation,Work Experience/Tasks,Work Experience/Industry,Work Experience/From Date,Work Experience/To Date,Education/Qualifications,Education/Institution's Name,Education/City,Education/Specialization,Any Additional Skills,Computer Skills,Skills,Languages,Any Hobbies/Interests,Hobbies/Interests/Type,Hobbies/Interests/Name,CLUSTER,Other Cluster
615208,2025 - 2026 [upcoming_batch],Female,35,"IKS Health Pvt Ltd,GeBBs Healthcare Solutions Pvt Ltd,Omega Healthcare Pvt Ltd","Senior Manager,Trainer,Team Leader","Client communication, Medical coding, Working with a team of 80 coders,Medical coding training for new and experienced associates,Started as a fresher and scaled upto Team coach and Team Leader in the field of Medical coding","BPO and KPO,BPO and KPO,BPO and KPO","2021-03-22,2016-04-04,2011-10-17,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2021-03-08,2015-12-25,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Engineering (B.E.),New Horizon College of Engineering,Bangalore,Biotechnology,,"Excel with basic formulas, PPT preparation,  good typing speed, use on daily basis at work",Emedia / Active on Social Media,"English (US) (R W S T),Kannada (R W S ),Hindi / हिंदी (R W S T)",,,,,
615078,2025 - 2026 [upcoming_batch],Male,29,HCSC,Associate Software Developer,Deploying the application and fixing the checkmarx issue as well as resolving bugs.,IT,"2019-11-20,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Arts (B.A.),Thomas Edison State University,Trenton,Computer Science,,I have some computer skills as I work on computers for deployment and fixing errors. Have some experience in coding,IT / Developer,English (US) (R W S T),,"Western Music,Sports","Guitar,Football",,
615068,2025 - 2026 [upcoming_batch],Male,21,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Undergraduate,Marri Laxman Reddy Institute of Technology and Management,medchal,cybersecurity,,"Python Programing 
c programing 
dbms",Emedia / Active on Social Media,English (US) (R W S T),,,,,
614907,2025 - 2026 [upcoming_batch],Male,35,"Sambodhi Research & Communications Pvt. Ltd.,Aker Solutions,Tata Consultancy Services","HR Manager,Senior Executive HR,HR - Talent Acquisition","Overseeing and managing key human resources functions in alignment with organizational goals and supporting business objectives.,Talent Acquisition, Learning & Development, HR Operations,Talent Acquisition","Consulting,Oil,IT","2022-12-21,2018-02-01,2017-03-10,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2022-06-29,2018-01-25,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","Master of Business Administration (M.B.A.),Bachelor of Business Administration (B.B.A.)","MIT-School Of Management (University Of Pune),S.S.R College Of Arts, Commerce & Science (University Of Pune)","Pune,Silvassa","Human Resources,Human Resources",,"Microsoft Word, Excel, PowerPoint, Office 365","Corporate / HR Executive,Corporate / HR Manager,Others / Pilot",English (UK) (R W S T),,,,,
614807,2025 - 2026 [upcoming_batch],Male,30,"American Airlines,Ernst & Young","Software Developer,Senior Lead Consultant",,"IT,Top Management; IT","2018-03-26,2021-06-14,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2021-06-11,2024-03-29,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","Bachelor of Engineering (B.E.),Master - Other","University of Mumbai - Rajiv Gandhi Institute of Technology,Oklahoma State University","Mumbai,Stillwater","Information Technology,Management Information Systems",,"MS Office365, English typing",IT / Artificial Intelligence/ Machine Learning,"English (US) (R W S T),Hindi / हिंदी (R W S T),Gujarati / ગુજરાતી (R W S T)",,,,,
614801,2025 - 2026 [upcoming_batch],Male,30,"Isha,Le Méridien","Staff,Pastry chef","Cab booking, cab allocation, bill verification, local shifting,shuttle service etc..,Baking,preparing  desserts for buffet, cakes for bday anniversary etc..","Others,Hospitality","2024-03-07,2022-10-05,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2023-09-20,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor - Other,Amirth international institute of hotel management and catering science,Coimbatore,Bakery and Confectionery,,Basic,Arts and Crafts / Video Editor,English (UK) (R W S T),,,,,
614790,2025 - 2026 [upcoming_batch],Female,38,"Self Employed,Norwood Terrain ltd,Village Vet,Jigsaw,Karen Millen,Levi's","Owner,Landscaper,Head Receptionist,Deputy Manager,Supervisor & Fashion Stylist,Fashion Stylist","Design & Management,Designing, planting plants, maintainance and care,Team Management, Banking, Orders, Reports, etc,Team Management, Banking, writing Reports, etc,Training the team, Writing Reports, Team Management, etc.,Styling clients","Art,Agriculture,Others,Fashion,Fashion,Fashion","2017-02-15,2022-05-11,2017-06-13,2016-08-12,2013-05-25,2012-10-03,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2023-06-30,2020-01-06,2017-06-19,2016-08-13,2013-05-22,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","Bachelor of Education (B.Ed.),Diploma,Other","Safashahr Azad University,Arian Private School of Art,Golders Green","Shiraz,Shiraz,London","Teaching English As a Foreign Language (TEFL),Graphic Design,English","Fashion styling, Landscape gardening",Fluent,"Soft Skills / Articulate in communication,Education / English Teacher,Arts and Crafts / Fashion Designer,Soft Skills / Fit for Physical Seva,Corporate / Manager - Others,Corporate / Operations Manager,Corporate / Sales Manager",English (UK) (R W S T),Personal observation: She is a very good communicator - story teller. ,"Arts & Crafts,Arts & Crafts,Arts & Crafts","Drawing,Sketching,Painting",,
614734,2025 - 2026 [upcoming_batch],Male,25,"Aramex,Nielsen,Mawdoo3,Amazon,Jobedu","Technology GRC and Business Management,Data Entry Associate,Freelance Content Writer,Customer Service Associate,Retail Sales Representative and Team Leader","Monitoring the operations of IT departement,- Establishing and building data standards for a startup project. - Categorization and classification of data. - Training employees on data classification and system usage. - Enhanced team efficiency by completing high-volume data tasks within tight deadlines. - Served as a reliable resource for peers seeking guidance or assistance with complex data tasks. - Checked for accuracy by verifying data and records. - Created spreadsheets for more efficient recordkeeping.,Writing Articles regarding sports, technology and agriculture.,- Managed high call volume with exceptional time management skills,  minimizing wait times for customers. - Maintained a high level of product knowledge, providing accurate information to customers. - Security check and user identification - Tracking orders and fulfillment. - Responded to customer requests, offering excellent support and tailored recommendations to address needs.,- Increased customer satisfaction ratings by closely monitoring service quality standards and addressing any issues promptly. - Enhanced team productivity by implementing efficient work processes and regularly reviewing performance metrics. - Maintained an inclusive and diverse team culture, promoting respect and understanding among all members. - Empowered team members by delegating responsibilities according to individual strengths and areas of expertise. - Managed conflict resolution among team members, fostering a positive and collaborative work environment. - Established open and professional relationships with team members to achieve quick resolutions for various issues.","Supply Chain,IT,Content Writing,Retail,Retail","2024-10-06,2022-02-06,2021-01-21,2021-05-03,2018-09-04,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2024-10-03,2022-04-21,2021-12-03,2020-01-07,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor - Other,Princess Sumaya University of Technology,Amman,Business Information Technology,,"Microsoft, Typing, basic computer skills needed to perform any task","IT / Business Analyst,Media and Communication / Content Writer,Basic Computer Skills / Data Entry skills,Soft Skills / Fit for Physical Seva",English (US) (R W S T),,Sports,Football,,
614717,2025 - 2026 [upcoming_batch],Male,31,"Balaji salt,Karikrupa hardware,Spona international pvt.ltd.","Owner,Owner,Owner","Production,Marketing,Marketing","Industrial Products,Advertising,Import and Export","2021-01-01,2020-08-01,2015-03-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2022-08-01,2018-01-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Commerce (B.Com),Om vvim collage,Morbi,No,,Medium,"Basic Computer Skills / Data Entry skills,Soft Skills / Fit for Physical Seva","Gujarati / ગુજરાતી (R W S T),Hindi / हिंदी (R W S T),English (US) (R W S T)",,,,,
614688,2025 - 2026 [upcoming_batch],Male,21,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Diploma,"Sharad Institute of Technology, Polytechnic ,Yadrav",Ichalkaranji,Mechanical Engineering,,"Solidworks software, MS powerpoint,MS word, MS Excel (basic), content writing for social media platform and posting content on it.",Emedia / Active on Social Media,"Marathi (R W S T),English (UK) (R W S T),Hindi / हिंदी (R W S T)",,,,,
614655,2025 - 2026 [upcoming_batch],Female,34,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",,,,,,fd,Construction & Fabrication / Construction - Others,Kannada (R W S ),,,,,
614518,2025 - 2026 [upcoming_batch],Female,21,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Computer Application (B.C.A.),"Devi Ahilya University, Indore",Indore,DevOps Tools,,Proficient,Emedia / Active on Social Media,English (US) (R W S T),,,,,
614517,2025 - 2026 [upcoming_batch],Female,64,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",,,,,,Shiva,Office Assistant / Admin Assistant,Amharic/Tigrigna (R W S T),,Communication,Article writing,,
614424,2025 - 2026 [upcoming_batch],Male,21,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Technology (B.Tech),AP IIIT RGUKT RK VALLEY,Kadapa,Computer science,Student,Yes I have computer skills I am a computer science student,Others / Air Force,Telugu / తెలుగు (R W S T),,,,,
614408,2025 - 2026 [upcoming_batch],Male,22,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",,,,,aerospace engineering - engineering related design/drawing and computer skills,Ms Word,Engineering / Engineering - Others,English (UK) (R W S T),,,,,
614353,2025 - 2026 [upcoming_batch],Female,29,Accenture strategy,Management Consultant,,IT,"2019-12-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2023-04-30,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Other,Institute of chartered accountants of India,Delhi,"Accounting,Audit,Finance",,"I have medium computer skills like excel, word and power point. I have work experience in SAP ERP.",Emedia / Active on Social Media,English (US) (R W S T),,,,,
614263,2025 - 2026 [upcoming_batch],Male,23,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Undergraduate,New era junior collage,Hyderabad,No specialisation,Cricket,No computer skills,Arts and Crafts / Actor,English (US) (R W S T),,Sports,Cricket,,
614238,2025 - 2026 [upcoming_batch],Male,24,"Webknot Technologies Pvt. Ltd.,Onroadz Car Rental Pvt Ltd,RAINSTAR LABS LLP","Flutter Developer Intern,Flutter Developer,Android Developer Intern","As a Flutter developer, my current responsibilities include developing mobile applications, ensuring a smooth and intuitive user experience. Work with a team  of 10 members and build the app and deliver it to the client.,At Onroadz Car Rental, I was responsible for building the entire app for hosts to manage their vehicle rentals, track earnings, and view rental details. I collaborated with a graphic designer for app design and worked closely with the company owner to resolve customer issues and handle edge cases, ensuring the app delivered a seamless user experience.,I designed and executed user interfaces for an AI chat application using Jetpack Compose. I also implemented a dual-storage strategy with Realm and Firestore to optimize data handling for both local and remote access.","IT,Travel,IT","2024-08-12,2023-08-31,2024-07-10,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2024-08-20,2024-09-26,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","Bachelor of Technology (B.Tech),HSC/12,SSLC/10","Sapthagiri College Of Engineering,M.E.S. Pre-University College of Arts, Commerce and Science,V.L.S International School","Bengaluru,Bengaluru,Bengaluru","Computer Science,Science (PCMB)",,"I am a software engineer with expertise in creating mobile applications, with strong proficiency in frameworks like Flutter. Currently I have around 9 months of Industry experience.",IT / Mobile App Developer,"English (AU) (R W S T),Hindi / हिंदी (R W S T)",,,,,
614130,2025 - 2026 [upcoming_batch],Female,35,Indian Air Force,Wing Commander,Management of technical machine and manpower in defence of the country,Defence Jobs,"2011-07-04,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor - Other,Techno India College of Technology,Kolkata,Engineering,,Intermediate,Emedia / Active on Social Media,English (UK) (R W S T),She reads books. All kinds.,Communication,Others,,
614034,2025 - 2026 [upcoming_batch],Male,19,"Self work,Private,Itc Kohinoor hotel Hyderabad","Farmer,Electrician helper,Steward","Saving crop from diseases, managing micro nutrients, managing water in paddy cultivation and crop based responsibilities,Wiring,electrical boards fitting, giving electrical connections in the house,Preparing dining tables, and serving food to customers","Agriculture,Construction and Engineering,Hospitality","2015-01-01,2022-03-19,2023-02-10,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2022-11-08,2023-05-16,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Other,Srisai private industrial training Institute,Manchirial,Electrician,Farmer,"I don't have any computer skills, except of  
1. Video editing 
2.photo editing 
3.typing",Emedia / Active on Social Media,"Telugu / తెలుగు (R W S T),English (AU) (R W S T),Hindi / हिंदी (R W S )",,,,,
614004,2025 - 2026 [upcoming_batch],Female,25,"La Servaja,Niciai,Private","Handyman,Farmer,Babysitter","Stage in a goat farm, where I took care of the goats, the stable, cheesemaking and free pasture,Helping a friend in his vegetable farm, sowing seeds, transplanting, harvesting and selling vegetables,Taking care of two children","Agriculture,Agriculture,Teaching","2022-10-15,2023-05-15,2024-07-15,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2023-02-15,2023-08-15,2024-09-15,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",,,,,"Permaculture farming, organic farming, Handles Twitter posts of save soil Italy ",Basic. Not much experience with specific programs,"Environment / Agriculture/ Farmer,Environment / Animal Husbandry,Basic Computer Skills / Basic Computer (MS Office and Email) Skills",English (US) (R W S T),"Gardening, farming, working with animals - cows etc.","Arts & Crafts,Arts & Crafts,Arts & Crafts,Outdoors and Others","Drawing,Sketching,Painting,Gardening",,
613998,2025 - 2026 [upcoming_batch],Male,24,GMERS MEDICAL COLLEGE VADNAGAR,Junior Resident - Forensic Medicine,Lecturer,Medical,"2024-06-26,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.),"GMERS MEDICAL COLLEGE, GANDHINAGAR, GUJARAT UNIVERSITY, GUJARAT.",Gandhinagar,Not Yet,,Can Run Computer but not have done any course regarding this but if given a work & taught how to do I can complete the work.,Emedia / Active on Social Media,"Hindi / हिंदी (R W S T),English (UK) (R W S T)",,,,,
613985,2025 - 2026 [upcoming_batch],Male,26,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Technology (B.Tech),ABES ENGINEERING COLLEGE,Ghaziabad,Civil engineering,,Programming and basic computer skills,"Basic Computer Skills / Data Entry skills,Soft Skills / Enthusiastic,Soft Skills / Fit for Physical Seva,Soft Skills / Soft-spoken and cordial","Hindi / हिंदी (R W S T),English (US) (R W S T)",,,,,
613804,2025 - 2026 [upcoming_batch],Female,38,"Neurorehabilitation Specialists, PLLC",Owner/doctor,"Patient care, brain injury medicine, assistant clinical professor",Medical,2018-01-01,NaT,Other,Touro University college of osteopathic medicine,Vallejo,Doctor of osteopathy,Doctor of Osteopathy MD,"Microsoft word, Power Point",Medical / Allopathy Doctor,English (US) (R W S T),"Hiking, Camping",Classical Dance,Kuchipudi,,
