Person Id,Computer Skills,Additional Skills,Skillset,Work Experience,Work Designation,Education,Education Specialization,VRF ID,Seva Dept,Job Description,Skills/Keyword,Seva Allocation Accurate or not,Not understood/little confusion/some doubt,Comment
380166,Yes,,Media and Communication / BPO,Kotak commodity,Commodity research Analyst,Bachelor - Other,Information technology,Local welfare - Administrative Activities (Back Office) - 2650,Outreach / Local welfare,"we need to document our activity. we are doing variety of activities in the local village so we need documents all those activities 
",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,1,,
400960,Typing,,Basic Computer Skills / Data Entry skills,,,,,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,
329190,Yes ido use computer,Plantation management,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Forest dept,RFO,Bachelor of Science (B.Sc),Forestry,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
377902,Microsoft Suite,"1. Business Development in Finance Sector
2. Raising Funds for NGO",Accounting / Basic Accountancy,ANZ,Quality Assurance Officer,Master of Business Administration (M.B.A.),,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
397217,Frontend - Backend Developer in React And Node JS.,,IT / Developer - front end,Orange Current,Frontend Developer,,,IT - Applications - Developer - 2610,IT / IT - Applications,"Python, Odoo, JavaScript,HTML,CSS,XML,React Native, React, Nodejs, Java, GoLang, Magento, PHP, FullStack",IT / Developer,1,,
396960,"Excel sheet, sales force lead uploading, email marketing, internet, spread sheets",Business Executive ,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,SAPA India,Music Educator,,,Isha Leadership Academy - Sales Manager/ Executive - 2284,Sadhguru Academy,"Enrollments Support - support with the calling campaign for programs. Requires strong communication skills. Sales experience is not required.
",Soft Skills / Articulate in communication,1,,
370834,I have computer skills but I don't have a certificate.,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,P R R Public School,Teacher,Bachelor of Arts (B.A.),,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,
303423,"SQL, Python, database management, data analysis, data engineering, Excel, word, ppt","SQL, Python, ChatGPT, Excel",Soft Skills / Articulate in communication,Bigbasket,Consultant,Bachelor of Engineering (B.E.),Mechanical engineering,Sadhanapada - Administrative Activities (Back Office) - 2864,Sadhanapada,Seva.,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,0,1,"Have data anlysis skills and ME degree, but he can be in the administrative acitvities. "
322111,"MS Tools, Programming and others",,Soft Skills / Articulate in communication,Auxgens,Senior Engineer,,,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,1,Engineer
395848,"Data entry, word,",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,HSC/12,,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,
394967,"All social media marketing related skills such as - Facebook, Instagram, Youtube, LInkedIN management, ORM management, Social media strategies for monthly calendars and for specific campaigns with specific objectives, basic knowledge into paid media. Branding experience. Knowledge of tools such as Canva, Hootsuite, Buffer, Ahrefs, SEMrush, Ninjalytics, Tweetdeck, Powerpoint, Excel, Word, Knowledge of current trending AI tools such as Chat Get, Bard, etc. Above all - a hunger to learn more! : )","Digital Marketing for 5 years; Strategize and Conceptualize campaigns; Overlooks team of 2-5 designers, content writer. Has her own insta page where she does blogs about beauty. Versed with Ninjalitics, Notion, Buffer, Crowdfire, Rival IQ",Emedia / Active on Social Media,Ethinos,Social Media Analyst,Bachelor of Business Management (B.B.M),Human Resources,Emedia Operations - Marketing Manager/ Executive - 2587,E-Media Panel / Emedia Operations,"5+ years experience in digital marketing and atleast 2+ years experience with tools like MoEngage / Clevertap, managing in-app campaigns. App experience is must",Emedia / Digital Marketing,1,,
394087,"Word,Excel,PowerPoint",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,Bachelor of Engineering (B.E.),Mechanical,Hata Yoga School - Coordinating Activities - 2385,Hata Yoga School,"Transport Coordinator

Need volunteers to support daily with coordination of transport between Shivapadam 3, 4 & Adiyogi Alayam",Soft Skills / Fit for Physical Seva,1,,
393882,Software developer with Master's in NLP ( Generative AI ),"coding and programming, Product designing: He created email kind of thing -during his graduation which was used by three other colleges for communicating important notices.",IT / Artificial Intelligence/ Machine Learning,Bhyve,SDE,Bachelor of Engineering (B.E.),,IT - Applications - Developer - 2610,IT / IT - Applications,"Python, Odoo, JavaScript,HTML,CSS,XML,React Native, React, Nodejs, Java, GoLang, Magento, PHP, FullStack",IT / Developer,0,1,Could be in AI role?
392245,"Basic knowledge of computer, ms word, ms paint , ms excel, ms powerpoint, internet",She has learnt organic farming techniques and uses them in her farm.,Environment / Agriculture/ Farmer,Icici bank,coordinates,Postgraduate,Finance,Ashram Administration - Administrative Activities (Back Office) -  2840,Ashram Administration,"Incident Management System Support ( IMS)
Back end. Taking meeting minutes, arranging meetings, follow up with the stakeholders, escalate issues to panel, regular monitoring of the implementation of the said process",Office Assistant / Admin Assistant,1,,
329676,Software testing and a bit of development,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,VNL,LTE Engineer,Master of Technology (M.Tech),Mobile Communication,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
344597,Proficient,Enthusiastic ,Soft Skills / Articulate in communication,Door2Math,Owner,Ph.D,Science and mathematics,Isha Vidhya - Class Teacher - Middle School - 2569,Isha Vidhya,"support in making manual, workbook and assessment papers for class 1-8",Soft Skills / Articulate in communication,1,,
415603,"Good enough, intermediate, can you basic instruments","Experience recruiting IT workers
Computer skills
event planning skills,
organizing skills,
communication skills",Corporate / HR Manager,Sputnik8,IT recruiter,Bachelor of Commerce (B.Com),Trading business,Global Languages Publications - Russian Video Editor - 2275,Global Languages Publications,"Russian Video Editor	Video editing in DaVinci resolve: stictching audio track to the English video, adding subtitles, supers and slides
Russian Proofreader	Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language",Soft Skills / Articulate in communication,0,,Language
310465,"Good at MS word and PPT, moderate skills with Excel.",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Whiztek,Test lead,Bachelor of Technology (B.Tech),Electronics and Communication Engineering,IT - Applications - Test Engineer - 2611,IT / IT - Applications,"QA, Manual Testing, SDET, Automation Testing, Celenium, TOSCA",IT / Tester/ Quality Analyst,1,,
433134,"I have worked presentation, little documentations only.",,Medical / Nurse,National health Mission,Staff nurse,Diploma,Nursing,Ashram Clinic - Nurse - 2436,Ashram Clinic,To provide treatment and care to patients as directed by the treating physician,Soft Skills / Articulate in communication,1,,
359989,"Ms-word,Excel, Tally",,Soft Skills / Articulate in communication,,,Bachelor of Commerce (B.Com),Accountancy & Finance,Sadhanapada - Stay Area Support - 2719,Sadhanapada,Accommodation - Stay Area Support ,Soft Skills / Enthusiastic,1,,
427544,Basic knowledge about PowerPoints and worksheets,MBBS 3rd year,Medical / Medical - Others,,,SSLC/10,Currently mbbs 3rd year,Sadhanapada - Allopathy Doctor - 2703,Sadhanapada,"Health - Allopathy Doctor, To assess participant health situation",Medical / Allopathy Doctor,0,1,Can a MBBS 3rd year student prescribe medicine?
427451,basic knowledge,,Others / Air Force,,,Bachelor of Technology (B.Tech),,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,
427046,"Ms Office suite (outlook, excel, word, ppt), computer troubleshooting skill, System Administration.","Java, Microsoft 365, MS Azure.",Soft Skills / Articulate in communication,Matrix3D Infocom Private limited,Cloud Executive,Bachelor of Technology (B.Tech),Electronics and Communication Engineering,IT - Infrastructure - Server Engineer - 2776,IT / IT - Infrastructure,"Understand existing server architecture, List down all the use cases at a detailed manner, propose the consolidation plan to minimize the servers that need to be mainted by the IT Infra department. Basic understanding of server operating systems (Windows and Linux) and file servers and terraform & Ansible",IT / IT - Others,1,,
327455,"Proficient in Excel, Word, PowerPoint, Google Suite (Forms, Sheet, Docs, Slide etc)",,Soft Skills / Articulate in communication,Isha Foundation,Volunteer,Master of Business Administration (M.B.A.),Marketing and Operations,Bangalore Temple - Administrative Activities (Back Office) - 2825,Bangalore Temple,"Admin - Interacting with govt Schools/ school children, organizing events, general administrative support

Enthusuiastic, commited, able to follow instruction, school teaching experience a plus",Office Assistant / Admin Assistant,1,,
378054,"Basic editing, basic Microsoft, basic Excel",,Soft Skills / Enthusiastic,,,HSC/12,"Mathematics, physics, chemistry",Sadhanapada - Dining Support - 2720,Sadhanapada,"Prana Danam - Prana Danam core team - Support for dining activities including Serving and Coordination. taking small sessions, meetings, preferably satsang ishangas",Soft Skills / Fit for Physical Seva,1,,
425909,"Very proficient. Adept at Microsoft Office, artificial intelligence, and basic image editing. Typing speed above 80 wpm.",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Allahabad High Court,Advocate,Master of Law (M.L. / LLM),,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
324091,MS Office,,General / Lawyer,Under district cour advocate,Junior advocate,Bachelor of Law (B.L. / LLB),,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,have law background
396217,I use the computers usually to edit my images or to write some literary works,Manages villa for his father,Arts and Crafts / Photographer,,,Diploma,Photography and moving images,Photo Publication - Photo/ Image Editing - 2415,Photo Publication,"They will edit photos for Social media, print and other purposes. They will also shoot events in and around ashram if needed.",Media and Communication / Editor,1,,
424594,No,,Soft Skills / Fit for Physical Seva,,,Bachelor of Technology (B.Tech),,Land Maintenance - Farming support - 2649,Land Maintenance,"Vellaingiri Farm - Activities which involving taking care of trees and soil, like preparation and pouring of Jeevamritam and other manures, Spraying the leaves with organic pesticides to get rid of the bugs, Harvesting the fruits, Managing waterlines, plantations, preparing LAB(Lactic Acid Bateria) and spraying, etc",Soft Skills / Fit for Physical Seva,1,,
424192,Microsoft office,Clinic research associate ,Soft Skills / Articulate in communication,jeevan scientific technology limited,Clinical Research Associate,Master of Pharmacy (M. Pharma),Pharmaceutical sciences,Dhyanalinga - Guiding Visitors - 2396,Dhyanalinga,"Information Center- where we warmly greet and guide visitors, addressing their inquiries and directing them to Dhyanalinga. they will engage with their interests and facilitate communication, while actively participating in temple promotion/ save soil/ sticker project/ awareness campaign. Additionally, they will foster the Adiyogi community by disseminating information effectively.",Soft Skills / Articulate in communication,0,,
424042,"I have a fair knowledge of social media, creating and editing pictures and videos. I also have basic knowledge of MS-Office.","Worked as teacher in kendriya vidyalay (Primary, English and Science) ; Good with dance, art, national coco player in her school days",Soft Skills / Articulate in communication,"Kendriya Vidyalaya, Tirumalagiri",Primary Teacher (Contractual),Bachelor of Education (B.Ed.),English & Science,Isha Vidhya - English Teacher - 2568,Isha Vidhya,"Support in teaching class 2-5 children in English, especially for those who need additional support",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,1,,
421907,"Regarding my computer skills, I consider myself a tech enthusiast with a keen interest in software coding and a passion for exploring advanced technologies such as AI, Machine Learning, and Blockchain. Holding a Bachelor's degree in Computer Science, I possess a strong foundation in the field. Proficient in both PC and Mac environments, I can confidently navigate and troubleshoot complex hardware and software issues.",,Emedia / Active on Social Media,BEwithSADHGURU,FOUNDER/ CEO,Bachelor of Engineering (B.E.),Computer Science Engineering,Emedia Operations - Platform Manager - 2556,E-Media Panel / Emedia Operations,"Responsibilities:
Prepare and execute the content calendar for assigned social media platforms 
Ensure high quality of content in the posts 
Regular & consistent posting on the platform
Ensure social media target is achieved with a strong action plan 
Track analytics regularly, generate reports to communicate performance
Understand platform tactics/operations and execute
Develop insights on post performance over time
Follow best practices guideline
Coordinate with other teams for creatives and communications",Emedia / Active on Social Media,1,,
421698,"Microsoft,  power Bi,  Ux design","BPO roles in banks, Underwriter for financial products; for 6 years managed a team.",Soft Skills / Fit for Physical Seva,HSBC,Assistant manager operation,Bachelor - Other,Commerce,Sadhanapada - Project Manager - 2871,Sadhanapada,Sadhanapada Indian Application - Inter-team Coordination,Soft Skills / Strong Interpersonal skills (Coordinator),1,,
420159,Yes,,IT / Developer,Synechron,Specialist,Master - Other,Computer,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
411162,"Normal, I Can use.",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Rajendra Ji Hudda,Assistant,Master of Law (M.L. / LLM),Criminal,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
404920,Yes,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Rkdf,House physician,Bachelor of Homeopathic Medicine & Surgery (B.H.M.S.),,Local welfare - Teacher - Others - 2646,Outreach / Local welfare,we need to teach the spoken English class & government exam training  & time management etc  for the local village  scholarship students ,Education / English Teacher,1,1,Doctore
351102,Just basics,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,Bachelor of Science (B.Sc),No specialization,Gramotsavam - Promotions - 2379,Outreach / Action For Rural Rejuvenation / Gramotsavam," Professional Photo and Video editing, & Basic Knowledge like using mobile phone for editing, (Skill person -2 Nos, others -9 Nos) & who knows to create webpage",Media and Communication / Content Writer,0,,
354022,Basic knowledge,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Chartered house detective services,Office work,Diploma,Electronics,Waste Management - Maintenance Support - 2262,Waste Management,"stps daily key role activities,some datas collection and back office,accounts",Accounting / Basic Accountancy,1,,
306562,"AutoCAD,  MS office",,Construction & Fabrication / Architect,RoshniPrakash Architects,Architect,Master of Architecture (M. Arch),Architecture,Construction - LSP - Architect - 2454,Construction - LSP,"Architectural Drawings for Multi-Storied building and Independent houses. 
Would be good to have some exposure to MEP design
Should know to use Sketchup or AutoCad
May work on Interior designs",Construction & Fabrication / Architect,1,,
397901,"Know all the basic and necessary functions..... 
How to operate Full.... Basic setup of hardware and software.... 
Fundamentals of MS OFFICE",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,Bachelor of Arts (B.A.),,Nurseries - TN - SPP & DP - Nursery Support - 2441,Rally for Rivers / Cauvery Calling / Nurseries - TN - SPP & DP,"Watering, soil filling, sapling shifting activities.",Soft Skills / Fit for Physical Seva,1,,
328743,MICROSOFT SUITE,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,GYMSHARK LTD,GENERAL MANAGER NEAR EAST REGION,Other,DIPLOMA IN Fashion Design,Ashram Administration - Coordinating Activities - 2833,Ashram Administration,"AV Setup- setting up audio for bhiksha hall morning and night,video playing in LED in front of bhiksha hall,
setting up space for Aumkar meditation in sadhana hall every afternoon.

Hospitality - constant support in enhancing experience of guests and ashramites by being a support system for tour guides,mediators between guests and admin leads by gathering feedback from guests and improving , focused on maintaining conducive ashram ambience.",General / Hospitality/ Hotel Manager,1,,
395961,"World,excel,PowerPoint, accounts",,Soft Skills / Articulate in communication,"R.k. medical devices ,Bharat shetra ,jivara","Accountant ,designer",Bachelor of Commerce (B.Com),"Commerce,Designing",Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,
364339,Working as Data Base Administrator MS SQL Server.,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,CES Limited,Database Administrator,Master of Business Administration (M.B.A.),Finance & IT,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
427951,I am savvy with computer literacy in terms of the use of computers and being technologically inclined.,,Accounting / Chartered Accountant,SameerGani Consultants,Business efficiency and financial analyst,Bachelor - Other,Accounting Sciences,Archives - Transcription - 2457,Archives,"1. English - Backlog Transcription, completing Tamil content in English files.
2. Tamil - Proofreading backlog files, completing English content in Tamil files
3. Edited - Proofreading backlog files",Media and Communication / Content Writer,0,,Language.
304150,"Front End Web Development 
Mobile App Development",Currently in IT department,IT / IT / DeveloperBasic Computer Skills / Basic Computer (MS Office and Email) Skills,Celestica ElectronicsSelf Employed,Test Engineer,Bachelor of Science (B.Sc)Bachelor of Engineering (B.E.)Bachelor of Engineering (B.E.),Mechatronics Engineering,IT - Applications - Test Engineer - 2611,IT / IT - Applications,"QA, Manual Testing, SDET, Automation Testing, Celenium, TOSCA",IT / Tester/ Quality Analyst,1,,
415001,"I use Microsoft Office, various communicators on daily basis.",,Education / English Teacher,by myself,teacher,Master of Pharmacy (M. Pharma),pharmacist,Isha Health Solutions - Researcher - 2410,Isha Health Solutions,Researcher,General / Researcher,1,,
373922,Microsoft packet,willing to do what is needed,Soft Skills / Fit for Physical Seva,Pharmacie du Golf,Stagiaire,Other,Pharmacy,Global Languages Publications - French Translator - 2252,Global Languages Publications,"French translator	Translation of text, creatives (text+image) and videos.
French Proofreader	Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language
French Video editor	Video editing in DaVinci resolve: stictching audio track to the English video, adding subtitles, supers and slides",Soft Skills / Articulate in communication,0,,Language
395114,"Architecture soft, and general office programs",,Construction & Fabrication / Architect,PLG,Project manager,Other,Architecture,Emedia Operations - Platform Manager - 2481,E-Media Panel / Emedia Operations,"Responsibilities:
Prepare and execute the content calendar for assigned social media platforms 
Ensure high quality of content in the posts 
Regular & consistent posting on the platform
Ensure social media target is achieved with a strong action plan 
Track analytics regularly, generate reports to communicate performance
Understand platform tactics/operations and execute
Develop insights on post performance over time
Follow best practices guideline
Coordinate with other teams for creatives and communications",Emedia / Active on Social Media,0,,
434914,"MS Word, Excel, PowerPoint,",,Soft Skills / Articulate in communication,Taj Group of Hotels,Sous Chef,Bachelor of Science (B.Sc),,Cottage Accomodation - Supervising Activities - 2267,Cottage Accomodation,"Overseeing various tasks done by sevadhars and managing people, assigning responsibilities, providing support",General / Hospitality/ Hotel Manager,1,,
433315,"- Proficient in MS office - Word, Excel, Powerpoint 
- Knowledge of programming fundamentals",,Engineering / Computer Science Engineer,Him Unnat Solutions Private Limited,Founder (Executive Director) and Product Architect,Master of Business Administration (M.B.A.),International Business,IT - Applications - Product Manager - 2645,IT / IT - Applications,"Product Manager, Entrepreneur, Project Manager ",IT / Product Manager,1,,
429990,Basic,,Medical / Ayurvedic Doctor,Divakars Specialty Hospitals,Duty Doctor,Bachelor of Ayurvedic Medicine & Surgery (B.A.M.S),Ayurveda,Isha Health Solutions - Allopathy Doctor - 2393,Isha Health Solutions,"Ayurveda Doctor. But this category is not available in the job title, so raising under Allopathy Doctor",Medical / Allopathy Doctor,1,,
429203,"Microsoft Office, Solidworks 3D Modelling, Basic Graphic Design, Collaboration tools, Google workspace","Digital marketing, copywriting, Sales CRM software - made himself in google sheets, business model and plan.",Soft Skills / Articulate in communication,HighFiveWash Private Limited,Co-founder & Marketing Head,Bachelor of Technology (B.Tech),Mechanical Engineering,Isha Bhiksha - Market Research - 2641,Isha Bhiksha,"Market Research Executive: Conduct market research, data collection and analysis, program evaluation, identifying opportunities, present research findings, monitoring",IT / Business Analyst,1,,
359827,Ms office,,Engineering / Automobile Engineer,M/s Aishwarya electrification service,Owner,Bachelor of Engineering (B.E.),Automobile engineering,Electrical - Electrical Maintenance Support - 2306,Electrical,"Support in maintenance of electrical equipment across the ashram.
Participent will support in following areas. 
1. Electrical Maintenance support
2. Program Support 
3. Preventive maintenance support ",General / Electrician,1,,
426745,Basic knowledge,Ground operations service in airport,Basic Computer Skills / Data Entry skills,Indigo,Security executive,Bachelor of Commerce (B.Com),Commerce,Ashram Administration - Ashram Tour Guide - 2832,Ashram Administration,"Enhancement of guest experience.

 ORIENTATION to be conducted  in batches and GUIDED TOUR of cottage guests regularly

QUALITIES
Good communication,Coordination ,Enthusiastic,
Engaging..
Communicative. ...
Outgoing. ...
Funny. ...
Decisive. ...
Organised. ...
Punctual.
",Soft Skills / Articulate in communication,1,,
362198,"Ms office, Maya, Zbrush, Substance Painter, Substance Designer, Photoshop.","Ms office, Maya, Zbrush, Substance Painter, Substance Designer, Photoshop.",Soft Skills / Articulate in communication,Pod 8 Studios,Game Artist,Bachelor of Commerce (B.Com),,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
413595,Comman knowledge,"Sociology
NCC",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,Bachelor of Arts (B.A.),,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,
412403,,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,,,Dhyanalinga - Guiding Visitors - 2376,Dhyanalinga,"Enter visitor details, give and receive tokens and place the  visitor luggage in the appropriate area",Media and Communication / Communication Trainer,1,,
411791,I have Basic Computer Skills Related to My Field,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,Bachelor - Other,Financial Markets,Dhyanalinga - Guiding Visitors - 2369,Dhyanalinga," guiding devotee's in yogehswara linga and Plaza, supporting in temple activities like supporting in theertham counter, giving theertham, cleaning and crowd management.",Soft Skills / Enthusiastic,1,,
401845,"Tally, exel,accounting and gst","Tally, GST, IT Return, auditing, balance sheet, accounting related activities",Accounting / Basic Accountancy,Sathya Narayan and associates,Accountant,Bachelor of Commerce (B.Com),Finances,Foundation Finance - Accountant - 2276,Finance / Foundation Finance,"Manage complete lifecycle of ERP implementation starts from understanding the business processes of an organization till project management and designing of different phases of ERP implementation which includes - Customizations, integration, support, understanding of forms, fields, workflows etc.
",Accounting / Chartered Accountant,1,1,Job description asked for Chartered Accountant.
400935,MS office,,Soft Skills / Articulate in communication,,,Master of Science (M.Sc),Maths,Bangalore Temple - Administrative Activities (Back Office) - 2831,Bangalore Temple,"VRO - Welcome point

front office/ backend calling
",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,1,,
399438,Love to make creative PPT .,none,Corporate / Entrepreneur,,,Master - Other,Human Development and Counseling,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,1,Could be coordinating activities?
397273,Basic knowledge,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,,,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,
394459,"Good - microsoft word and excel (basic) 
Don't know about coding 
Have worked on canva and inshot for photos and videos on social media for current company",She markets and manages a dermatology clinic. She has 6 employees directly reporting to her.,Corporate / Manager - Others,Dr Jyoti Gupta clinic,Clinic manager,Master of Arts (M.A.),,Inner Engineering Online - Social media Manager - 2667,Isha Programs and Communications / Inner Engineering Online,"Prior experience or interest in Social Media. Understanding of social media platforms, trends, and analytics.",Emedia / Digital Marketing,1,,
341820,Previously worked as an IT professional,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Infosys,Senior Systems Engineer,Bachelor of Engineering (B.E.),Computer Science and engineering,IT - Applications - Product Manager - 2645,IT / IT - Applications,"Product Manager, Entrepreneur, Project Manager ",IT / Product Manager,0,1,Not a product / project manager.
434015,"I am very proficient with computers, able to troubleshoot issues, program, or use complex software, as well as I have more basic skills, such as using email, browsing the internet, or using common applications like word processors and spreadsheets. I have done diploma in computer programming.","diploma from computer science, not engineer",Engineering / Computer Science Engineer,Columbia plastics,Stager,Diploma,Computer science,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,
429637,Basic,,Soft Skills / Fit for Physical Seva,,,,,Global Languages Publications - Arabic Translator - 2250,Global Languages Publications,"1 support coordinator: Assigns tasks to volunteers and makes sure that all the tasks are completed on time.
1 trasnlator: Translation of text, creatives (text+image) and videos.
1 Proofreader:  Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language
1 video editor : Video editing in DaVinci resolve: stictching audio track to the English video, adding subtitles, supers and slides",Soft Skills / Articulate in communication,1,,
422571,I am very capable of using any type of PC gave learnt 6 months of coding and have some knowledge of Microsoft,"experience with sales, and hooking up internet in peoples homes",Soft Skills / Articulate in communication,Bharat’ foods,Sales representatives,,,Archives - Transcription - 2457,Archives,"1. English - Backlog Transcription, completing Tamil content in English files.
2. Tamil - Proofreading backlog files, completing English content in Tamil files
3. Edited - Proofreading backlog files",Media and Communication / Content Writer,1,,
335193,"Data Analysis Software 
Electronic Health Records (EHR) Systems 
Telehealth and Teletherapy Tools 
Psychometric Assessment Software 
Clinical Management Systems 
Microsoft Office Suite 
Video Editing 
Presentation Software 
Database Management 
Project Management Tools 
Statistical Analysis 
Teleconferencing and Webinar Platforms 
Cybersecurity Awareness 
E-Learning Platforms 
Research and Literature Tools 
Social Media and Online Presence 
Artificial Intelligence and Machine Learning Tools 
Remote Work Technology 
Clinical Assessment Apps 
Electronic Survey and Assessment Tools 
Business and Financial Software 
Data Visualization Tools",managing psychologists,Medical / Psychologist,PeopleSense by Altius Group,"Regional Manager, Principal Consulting Psychologist - Clinical & Organisational Psychology",Master - Other,Developmental Psychology,Isha Vidhya - English Teacher - 2568,Isha Vidhya,"Support in teaching class 2-5 children in English, especially for those who need additional support",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,1,1,Have good work experience.
366598,Basic word and excell skills. Typing reasonably fast. Writing skills pretty good in Dutch aswell as English.,,Medical / Psychologist,Grebbelounge Bv,Assistent manager,Bachelor - Other,Practical philosophy,Ashram Programs - Front Office Activities - 2520,IYC Programs / Ashram Programs,Handle Program registration and answer enquiries at welcome point,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,1,,Could be in Dutch translation also.
359824,Basic and diploma,Has experience teaching primary school,Education / Primary Teacher,New Era Academy,Primary Level teacher,HSC/12,,Indian Language Publications - Nepali Translator - 2428,Indian Language Publications,"Translation of Sadhguru videos, articles, and books.",Media and Communication / Copywriter,1,,
429418,"Basic computer skills, social media","1. Everything related to Travel & Tourism- planning to organising to execution, making packages etc
2. Teaching Tourism to College students
--Teaching little kids ",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,ITM GLOBAL SCHOOL,Teaching faculty,Master of Business Administration (M.B.A.),Travel and tourism administration,Ashram Administration - Guiding Visitors -  2281,Ashram Administration,"1. Should be presentable and have good communication skills
2. Should be able to troubleshoot any issue ( lost and found, wheel chair assistance, medical help, etc.,) or to escalate to the right person promptly.
3. Will be good if they know both Hindi and English
4. To be able to update the FAQs document ( we use them as a training for the help desk volunteers)
5. To be balanced enough to handle visitors/guests of any temperament.",Soft Skills / Articulate in communication,1,,Could be in Tourism related dept also?
435946,"I have completed MS-CIT (Maharashtra State Certificate in Information Technology). I have sufficient knowledge of computer like MS Excel, PowerPoint, Word,etc",,Soft Skills / Enthusiastic,Perkins India Pvt Ltd (Caterpillars subsidiary),Quality Engineer,Bachelor of Technology (B.Tech),Mechanical Engineering,Vahanam - Maintenance Support - 2332,Vahanam,Maintaining records and job work activity,Accounting / Basic Accountancy,1,,
435933,"I have recently learn to design graphics, videos and many more by using the canva and I have been recently learning Microsoft excel will be completing it super soon.",,Basic Computer Skills / Data Entry skills,,,,,Cottage Accomodation - Call Centre - 2269,Cottage Accomodation,Handling guests queries over the phone  ,Media and Communication / BPO,1,,
435806,"Office,internet, desktop support,",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Shyam steel manufacturing limited,Still Now,Bachelor of Arts (B.A.),Bengali,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,Could be in Bengali translation dept also?
