SP ID,Work Experience/Company,Work Experience/Designation,Work Experience/Tasks,Work Experience/Industry,Education/Qualifications,Education/Specialization,Any Additional Skills,Computer Skills,Skills,Languages,Gender,Age,Work Experience/From Date,Work Experience/To Date,summary
615524,NIC ASIA,Administrative Assistant,"['Collection of deposits from several organizations in Kathmandu, Relationship Management with recurring depositors, Marketing of different banking deposit services', 'Worked in STLRP ( Sustainable Tourism for Livelihood Recovery Project) , Data Analysis and Management, Writing project reports and documentation for UNDP , Site Visit Analysis and Report Making, Assisted in Woman Empowerment Initiative- Trekking guide training for women', 'Content and Email Marketing, Conducting daily team coordination calls, Human Resource Management, Revenue and Expenses Analysis']","['Banking and Financial Services', 'Others', 'Sales']",Bachelor of Business Administration (B.B.A.),Banking and Insurance,"She knows Canva, a little bit of Graphic designing","MS word , Excel , Google Docs, Google Sheets , Graphic Designing",Corporate / HR Executive,"['Nepali (R W S T)', 'English (US) (R W S T)']",Female,25.0,"['2020-05-05', '2022-04-01', '2023-01-01']","['2020-11-30', '2022-09-30', '2023-08-31']","
Participant 615524 has the following work experience: A Banking and Financial Services in the industry doing Collection of deposits from several organizations in Kathmandu, Relationship Management with recurring depositors, Marketing of different banking deposit services tasks for 6 months. A Others in the industry doing Worked in STLRP ( Sustainable Tourism for Livelihood Recovery Project) , Data Analysis and Management, Writing project reports and documentation for UNDP , Site Visit Analysis and Report Making, Assisted in Woman Empowerment Initiative- Trekking guide training for women tasks for 5 months. A Sales in the industry doing Content and Email Marketing, Conducting daily team coordination calls, Human Resource Management, Revenue and Expenses Analysis tasks for 7 months.
They have the following qualifications: Bachelor of Business Administration (B.B.A.) in Banking and Insurance.
They have the following skills: Corporate / HR Executive and She knows Canva, a little bit of Graphic designing and computer skill 
MS word , Excel , Google Docs, Google Sheets , Graphic Designing and know the following languages: Nepali (R W S T).English (US) (R W S T).
The participant is a Female and 25.0 years old.
"
615474,University College of London Hospitals,Nurse Educator,"['Training and Education for Nursing Staff', 'Training and Education for staff and student nurses']","['Healthcare', 'Healthcare']",Bachelor of Science (B.Sc),Nursing,NA,MS Teams/ Microsoft 365 / Microsoft Office / Zoom Chat,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,['English (UK) (R W S T)'],Female,35.0,"['2023-02-01', '2020-10-18']",['2023-01-31'],"
Participant 615474 has the following work experience: A Healthcare in the industry doing Training and Education for Nursing Staff tasks for -1 months.
They have the following qualifications: Bachelor of Science (B.Sc) in Nursing.
They have the following skills: Basic Computer Skills / Basic Computer (MS Office and Email) Skills and NA and computer skill 
MS Teams/ Microsoft 365 / Microsoft Office / Zoom Chat and know the following languages: English (UK) (R W S T).
The participant is a Female and 35.0 years old.
"
615421,Veritas Technologies Pvt. Ltd.,Sr. Software Engineer,"['Responsible for application Build & Release process which includes Code Compilation, Packaging, Security Scanning and code quality scanning, Deployment and Application Configuration']","['IT', 'IT', 'IT']",Master of Science (M.Sc),NA,NA,"software engineer good at devops skillset like python, aws, kubernetes etc.",Emedia / Active on Social Media,"['English (UK) (R W S T)', 'Hindi / हिंदी (R W S T)']",Female,39.0,"['2015-10-15', '2014-02-01', '2011-10-01']","['NA', '2015-09-30', '2014-01-31']","
Participant 615421 has the following work experience: A IT in the industry doing Responsible for application Build & Release process which includes Code Compilation, Packaging, Security Scanning and code quality scanning, Deployment and Application Configuration tasks.
They have the following qualifications: Master of Science (M.Sc) in NA.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
software engineer good at devops skillset like python, aws, kubernetes etc. and know the following languages: English (UK) (R W S T).Hindi / हिंदी (R W S T).
The participant is a Female and 39.0 years old.
"
615413,NA,NA,['NA'],['NA'],Bachelor of Commerce (B.Com),Account,NA,Yes I have,Emedia / Active on Social Media,['Hindi / हिंदी (R W S T)'],Male,33.0,['NA'],['NA'],"
Participant 615413 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: Bachelor of Commerce (B.Com) in Account.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Yes I have and know the following languages: Hindi / हिंदी (R W S T).
The participant is a Male and 33.0 years old.
"
615254,Deloitte USI,Senior Analyst,"['• Spearhead the development and execution of marketing content strategies, collaborating with cross-functional teams to align with campaign objectives. • Ensure service excellence by defining campaign goals, adhering to legal and brand standards, and facilitating seamless content dissemination across channels. • Lead talent management initiatives, fostering collaboration and knowledge sharing within the marketing team. • Contribute to measuring marketing effectiveness, compiling metrics, and preparing impactful campaign impact reports. • Build relationships within the marketing community and facilitate effective project management with internal teams.', 'PR for pharma and medical technology verticals on clients like Astra Zeneca, Intuitive Surgical India, Healthium, AYU Health and Apollo Hospitals. • Cultivate relationships with media to optimize coverage for clients in the pharma and medical technology sectors. • Maintain brand standards and consistency across projects, providing guidance on design, copy, and content needs. • Manage internal and external communications, crisis communications, and oversee social media platforms. • Evaluate performance data, regulating reporting across businesses on a monthly basis.', 'PR for technology and pharma verticals on clients like Viatris Inc, Novartis, The Himalaya Wellness Company, Nestle, MedGenome India, Rotary International, WHO’s COVID Vaccine Project, DKMS BMST Foundation India, Intel, and Accenture.  • Optimize press coverage for clients in technology and pharma sectors through effective media communication. • Support Global Advisory eminence programs, managing end-to-end project management, tracking, and reporting. • Evaluate performance data, ensuring regular reporting across businesses. • Develop and maintain critical communication operations documents and best practice processes.', 'PR for Information and Public Relation Department (PRD) of Jharkhand Government  • Drive public awareness by disseminating government policies, programs, and achievements. • Analyze public perception and feedback, facilitating quick responses through media. • Coordinate media reporting of government functions and organize inter-state visits for journalists.', 'Content creation for Jharkhand Legislative Assembly  • Produce diverse content types, including press releases, speeches, social media posts, and white papers. • Manage a blog, pitch articles to third-party platforms, and collaborate with other departments for innovative content ideas.']","['Marketing', 'Media', 'Media', 'Media', 'Media']",Bachelor of Commerce (B.Com),Accountancy,communication skills ,"1. Adobe Creative Cloud – Proficient in using Adobe tools like Photoshop and Illustrator for content creation and design. 
2. Tableau – Skilled in using Tableau for data visualization and marketing performance analysis. 
3. Sprinklr – Experienced in managing social media and analyzing performance through Sprinklr. 
4. Google Ads – Proficient in creating and optimizing Google Ads campaigns for lead generation and visibility. 
5. HubSpot – Experienced in using HubSpot for content management and campaign execution. 
6. WordPress – Familiar with navigating WordPress for basic content updates and management. 
7. Microsoft Office Suite – Advanced skills in MS Excel (including advanced functions), Word, and PowerPoint for reporting, analysis, and presentations. 
8. Canva – Skilled in using Canva for graphic design and social media content creation.",Emedia / Active on Social Media,"['English (UK) (R W S T)', 'English (US) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Punjabi (   T)']",Female,30.0,"['2023-02-13', '2022-02-10', '2022-10-01', '2016-08-01', '2013-02-01']","['NA', '2023-02-02', '2023-02-01', '2019-01-01', '2015-03-01']","
Participant 615254 has the following work experience: A Marketing in the industry doing • Spearhead the development and execution of marketing content strategies, collaborating with cross-functional teams to align with campaign objectives. • Ensure service excellence by defining campaign goals, adhering to legal and brand standards, and facilitating seamless content dissemination across channels. • Lead talent management initiatives, fostering collaboration and knowledge sharing within the marketing team. • Contribute to measuring marketing effectiveness, compiling metrics, and preparing impactful campaign impact reports. • Build relationships within the marketing community and facilitate effective project management with internal teams. tasks. A Media in the industry doing PR for pharma and medical technology verticals on clients like Astra Zeneca, Intuitive Surgical India, Healthium, AYU Health and Apollo Hospitals. • Cultivate relationships with media to optimize coverage for clients in the pharma and medical technology sectors. • Maintain brand standards and consistency across projects, providing guidance on design, copy, and content needs. • Manage internal and external communications, crisis communications, and oversee social media platforms. • Evaluate performance data, regulating reporting across businesses on a monthly basis. tasks for 12 months. A Media in the industry doing PR for technology and pharma verticals on clients like Viatris Inc, Novartis, The Himalaya Wellness Company, Nestle, MedGenome India, Rotary International, WHO’s COVID Vaccine Project, DKMS BMST Foundation India, Intel, and Accenture.  • Optimize press coverage for clients in technology and pharma sectors through effective media communication. • Support Global Advisory eminence programs, managing end-to-end project management, tracking, and reporting. • Evaluate performance data, ensuring regular reporting across businesses. • Develop and maintain critical communication operations documents and best practice processes. tasks for 4 months. A Media in the industry doing PR for Information and Public Relation Department (PRD) of Jharkhand Government  • Drive public awareness by disseminating government policies, programs, and achievements. • Analyze public perception and feedback, facilitating quick responses through media. • Coordinate media reporting of government functions and organize inter-state visits for journalists. tasks for 29 months. A Media in the industry doing Content creation for Jharkhand Legislative Assembly  • Produce diverse content types, including press releases, speeches, social media posts, and white papers. • Manage a blog, pitch articles to third-party platforms, and collaborate with other departments for innovative content ideas. tasks for 25 months.
They have the following qualifications: Bachelor of Commerce (B.Com) in Accountancy.
They have the following skills: Emedia / Active on Social Media and communication skills  and computer skill 
1. Adobe Creative Cloud – Proficient in using Adobe tools like Photoshop and Illustrator for content creation and design. 
2. Tableau – Skilled in using Tableau for data visualization and marketing performance analysis. 
3. Sprinklr – Experienced in managing social media and analyzing performance through Sprinklr. 
4. Google Ads – Proficient in creating and optimizing Google Ads campaigns for lead generation and visibility. 
5. HubSpot – Experienced in using HubSpot for content management and campaign execution. 
6. WordPress – Familiar with navigating WordPress for basic content updates and management. 
7. Microsoft Office Suite – Advanced skills in MS Excel (including advanced functions), Word, and PowerPoint for reporting, analysis, and presentations. 
8. Canva – Skilled in using Canva for graphic design and social media content creation. and know the following languages: English (UK) (R W S T).English (US) (R W S T).Hindi / हिंदी (R W S T).Punjabi (   T).
The participant is a Female and 30.0 years old.
"
615252,NA,NA,['NA'],['NA'],Bachelor of Arts (B.A.),NA,NA,Depends on the work that is provided to me,Emedia / Active on Social Media,['English (AU) (R W  )'],Male,32.0,['NA'],['NA'],"
Participant 615252 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: Bachelor of Arts (B.A.) in NA.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Depends on the work that is provided to me and know the following languages: English (AU) (R W  ).
The participant is a Male and 32.0 years old.
"
615221,COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH-CEERI,PROJECT ASSOCIATE,"['RESEARCH', 'DEVELOPMENT AND TESTING']","['Research and Development', 'IT']",Bachelor of Technology (B.Tech),COMPUTER SCIENCE ENGINEERING,NA,"Microsoft Office Suite: Word, Excel, PowerPoint, Outlook 
Google Workspace: Docs, Sheets, Slides, Drive 
Programming Languages: C, C++ 
SQL Databases: MySQL 
OS Experience: Windows, macOS",Engineering / Computer Science Engineer,"['English (US) (R W S T)', 'English (UK) (R W S T)', 'English (AU) (R W S T)', 'English (CA) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Nepali (R W S T)']",Female,25.0,"['2024-01-30', '2021-07-08']","['NA', '2022-07-08']","
Participant 615221 has the following work experience: A Research and Development in the industry doing RESEARCH tasks. A IT in the industry doing DEVELOPMENT AND TESTING tasks for 12 months.
They have the following qualifications: Bachelor of Technology (B.Tech) in COMPUTER SCIENCE ENGINEERING.
They have the following skills: Engineering / Computer Science Engineer and NA and computer skill 
Microsoft Office Suite: Word, Excel, PowerPoint, Outlook 
Google Workspace: Docs, Sheets, Slides, Drive 
Programming Languages: C, C++ 
SQL Databases: MySQL 
OS Experience: Windows, macOS and know the following languages: English (US) (R W S T).English (UK) (R W S T).English (AU) (R W S T).English (CA) (R W S T).Hindi / हिंदी (R W S T).Nepali (R W S T).
The participant is a Female and 25.0 years old.
"
615208,IKS Health Pvt Ltd,Senior Manager,"['Client communication, Medical coding, Working with a team of 80 coders', 'Medical coding training for new and experienced associates', 'Started as a fresher and scaled upto Team coach and Team Leader in the field of Medical coding']","['BPO and KPO', 'BPO and KPO', 'BPO and KPO']",Bachelor of Engineering (B.E.),Biotechnology,NA,"Excel with basic formulas, PPT preparation,  good typing speed, use on daily basis at work",Emedia / Active on Social Media,"['English (US) (R W S T)', 'Kannada (R W S )', 'Hindi / हिंदी (R W S T)']",Female,35.0,"['2021-03-22', '2016-04-04', '2011-10-17']","['2021-03-08', '2015-12-25']","
Participant 615208 has the following work experience: A BPO and KPO in the industry doing Client communication, Medical coding, Working with a team of 80 coders tasks for 0 months. A BPO and KPO in the industry doing Medical coding training for new and experienced associates tasks for -4 months.
They have the following qualifications: Bachelor of Engineering (B.E.) in Biotechnology.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Excel with basic formulas, PPT preparation,  good typing speed, use on daily basis at work and know the following languages: English (US) (R W S T).Kannada (R W S ).Hindi / हिंदी (R W S T).
The participant is a Female and 35.0 years old.
"
615078,HCSC,Associate Software Developer,['Deploying the application and fixing the checkmarx issue as well as resolving bugs.'],['IT'],Bachelor of Arts (B.A.),Computer Science,NA,I have some computer skills as I work on computers for deployment and fixing errors. Have some experience in coding,IT / Developer,['English (US) (R W S T)'],Male,29.0,['2019-11-20'],['NA'],"
Participant 615078 has the following work experience: A IT in the industry doing Deploying the application and fixing the checkmarx issue as well as resolving bugs. tasks.
They have the following qualifications: Bachelor of Arts (B.A.) in Computer Science.
They have the following skills: IT / Developer and NA and computer skill 
I have some computer skills as I work on computers for deployment and fixing errors. Have some experience in coding and know the following languages: English (US) (R W S T).
The participant is a Male and 29.0 years old.
"
615068,NA,NA,['NA'],['NA'],Undergraduate,cybersecurity,NA,"Python Programing 
c programing 
dbms",Emedia / Active on Social Media,['English (US) (R W S T)'],Male,21.0,['NA'],['NA'],"
Participant 615068 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: Undergraduate in cybersecurity.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Python Programing 
c programing 
dbms and know the following languages: English (US) (R W S T).
The participant is a Male and 21.0 years old.
"
614907,Sambodhi Research & Communications Pvt. Ltd.,HR Manager,"['Overseeing and managing key human resources functions in alignment with organizational goals and supporting business objectives.', 'Talent Acquisition, Learning & Development, HR Operations', 'Talent Acquisition']","['Consulting', 'Oil', 'IT']",Master of Business Administration (M.B.A.),Human Resources,NA,"Microsoft Word, Excel, PowerPoint, Office 365",Corporate / HR Executive,['English (UK) (R W S T)'],Male,35.0,"['2022-12-21', '2018-02-01', '2017-03-10']","['NA', '2022-06-29', '2018-01-25']","
Participant 614907 has the following work experience: A Consulting in the industry doing Overseeing and managing key human resources functions in alignment with organizational goals and supporting business objectives. tasks. A Oil in the industry doing Talent Acquisition, Learning & Development, HR Operations tasks for 52 months. A IT in the industry doing Talent Acquisition tasks for 10 months.
They have the following qualifications: Master of Business Administration (M.B.A.) in Human Resources.
They have the following skills: Corporate / HR Executive and NA and computer skill 
Microsoft Word, Excel, PowerPoint, Office 365 and know the following languages: English (UK) (R W S T).
The participant is a Male and 35.0 years old.
"
614807,American Airlines,Software Developer,['NA'],"['IT', 'Top Management; IT']",Bachelor of Engineering (B.E.),Information Technology,NA,"MS Office365, English typing",IT / Artificial Intelligence/ Machine Learning,"['English (US) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Gujarati / ગુજરાતી (R W S T)']",Male,30.0,"['2018-03-26', '2021-06-14']","['2021-06-11', '2024-03-29']","
Participant 614807 has the following work experience: A IT in the industry doing NA tasks for 39 months.
They have the following qualifications: Bachelor of Engineering (B.E.) in Information Technology.
They have the following skills: IT / Artificial Intelligence/ Machine Learning and NA and computer skill 
MS Office365, English typing and know the following languages: English (US) (R W S T).Hindi / हिंदी (R W S T).Gujarati / ગુજરાતી (R W S T).
The participant is a Male and 30.0 years old.
"
614801,Isha,Staff,"['Cab booking, cab allocation, bill verification, local shifting,shuttle service etc..', 'Baking,preparing  desserts for buffet, cakes for bday anniversary etc..']","['Others', 'Hospitality']",Bachelor - Other,Bakery and Confectionery,NA,Basic,Arts and Crafts / Video Editor,['English (UK) (R W S T)'],Male,30.0,"['2024-03-07', '2022-10-05']","['NA', '2023-09-20']","
Participant 614801 has the following work experience: A Others in the industry doing Cab booking, cab allocation, bill verification, local shifting,shuttle service etc.. tasks. A Hospitality in the industry doing Baking,preparing  desserts for buffet, cakes for bday anniversary etc.. tasks for 11 months.
They have the following qualifications: Bachelor - Other in Bakery and Confectionery.
They have the following skills: Arts and Crafts / Video Editor and NA and computer skill 
Basic and know the following languages: English (UK) (R W S T).
The participant is a Male and 30.0 years old.
"
614790,Self Employed,Owner,"['Design & Management', 'Designing, planting plants, maintainance and care', 'Team Management, Banking, Orders, Reports, etc', 'Team Management, Banking, writing Reports, etc', 'Training the team, Writing Reports, Team Management, etc.', 'Styling clients']","['Art', 'Agriculture', 'Others', 'Fashion', 'Fashion', 'Fashion']",Bachelor of Education (B.Ed.),Teaching English As a Foreign Language (TEFL),"Fashion styling, Landscape gardening",Fluent,Soft Skills / Articulate in communication,['English (UK) (R W S T)'],Female,38.0,"['2017-02-15', '2022-05-11', '2017-06-13', '2016-08-12', '2013-05-25', '2012-10-03']","['NA', '2023-06-30', '2020-01-06', '2017-06-19', '2016-08-13', '2013-05-22']","
Participant 614790 has the following work experience: A Art in the industry doing Design & Management tasks. A Agriculture in the industry doing Designing, planting plants, maintainance and care tasks for 13 months. A Others in the industry doing Team Management, Banking, Orders, Reports, etc tasks for 31 months. A Fashion in the industry doing Team Management, Banking, writing Reports, etc tasks for 10 months. A Fashion in the industry doing Training the team, Writing Reports, Team Management, etc. tasks for 39 months. A Fashion in the industry doing Styling clients tasks for 7 months.
They have the following qualifications: Bachelor of Education (B.Ed.) in Teaching English As a Foreign Language (TEFL).
They have the following skills: Soft Skills / Articulate in communication and Fashion styling, Landscape gardening and computer skill 
Fluent and know the following languages: English (UK) (R W S T).
The participant is a Female and 38.0 years old.
"
614734,Aramex,Technology GRC and Business Management,"['Monitoring the operations of IT departement', '- Establishing and building data standards for a startup project. - Categorization and classification of data. - Training employees on data classification and system usage. - Enhanced team efficiency by completing high-volume data tasks within tight deadlines. - Served as a reliable resource for peers seeking guidance or assistance with complex data tasks. - Checked for accuracy by verifying data and records. - Created spreadsheets for more efficient recordkeeping.', 'Writing Articles regarding sports, technology and agriculture.', '- Managed high call volume with exceptional time management skills,  minimizing wait times for customers. - Maintained a high level of product knowledge, providing accurate information to customers. - Security check and user identification - Tracking orders and fulfillment. - Responded to customer requests, offering excellent support and tailored recommendations to address needs.', '- Increased customer satisfaction ratings by closely monitoring service quality standards and addressing any issues promptly. - Enhanced team productivity by implementing efficient work processes and regularly reviewing performance metrics. - Maintained an inclusive and diverse team culture, promoting respect and understanding among all members. - Empowered team members by delegating responsibilities according to individual strengths and areas of expertise. - Managed conflict resolution among team members, fostering a positive and collaborative work environment. - Established open and professional relationships with team members to achieve quick resolutions for various issues.']","['Supply Chain', 'IT', 'Content Writing', 'Retail', 'Retail']",Bachelor - Other,Business Information Technology,NA,"Microsoft, Typing, basic computer skills needed to perform any task",IT / Business Analyst,['English (US) (R W S T)'],Male,25.0,"['2024-10-06', '2022-02-06', '2021-01-21', '2021-05-03', '2018-09-04']","['NA', '2024-10-03', '2022-04-21', '2021-12-03', '2020-01-07']","
Participant 614734 has the following work experience: A Supply Chain in the industry doing Monitoring the operations of IT departement tasks. A IT in the industry doing - Establishing and building data standards for a startup project. - Categorization and classification of data. - Training employees on data classification and system usage. - Enhanced team efficiency by completing high-volume data tasks within tight deadlines. - Served as a reliable resource for peers seeking guidance or assistance with complex data tasks. - Checked for accuracy by verifying data and records. - Created spreadsheets for more efficient recordkeeping. tasks for 32 months. A Content Writing in the industry doing Writing Articles regarding sports, technology and agriculture. tasks for 15 months. A Retail in the industry doing - Managed high call volume with exceptional time management skills,  minimizing wait times for customers. - Maintained a high level of product knowledge, providing accurate information to customers. - Security check and user identification - Tracking orders and fulfillment. - Responded to customer requests, offering excellent support and tailored recommendations to address needs. tasks for 7 months. A Retail in the industry doing - Increased customer satisfaction ratings by closely monitoring service quality standards and addressing any issues promptly. - Enhanced team productivity by implementing efficient work processes and regularly reviewing performance metrics. - Maintained an inclusive and diverse team culture, promoting respect and understanding among all members. - Empowered team members by delegating responsibilities according to individual strengths and areas of expertise. - Managed conflict resolution among team members, fostering a positive and collaborative work environment. - Established open and professional relationships with team members to achieve quick resolutions for various issues. tasks for 16 months.
They have the following qualifications: Bachelor - Other in Business Information Technology.
They have the following skills: IT / Business Analyst and NA and computer skill 
Microsoft, Typing, basic computer skills needed to perform any task and know the following languages: English (US) (R W S T).
The participant is a Male and 25.0 years old.
"
614717,Balaji salt,Owner,"['Production', 'Marketing', 'Marketing']","['Industrial Products', 'Advertising', 'Import and Export']",Bachelor of Commerce (B.Com),No,NA,Medium,Basic Computer Skills / Data Entry skills,"['Gujarati / ગુજરાતી (R W S T)', 'Hindi / हिंदी (R W S T)', 'English (US) (R W S T)']",Male,31.0,"['2021-01-01', '2020-08-01', '2015-03-01']","['NA', '2022-08-01', '2018-01-01']","
Participant 614717 has the following work experience: A Industrial Products in the industry doing Production tasks. A Advertising in the industry doing Marketing tasks for 24 months. A Import and Export in the industry doing Marketing tasks for 34 months.
They have the following qualifications: Bachelor of Commerce (B.Com) in No.
They have the following skills: Basic Computer Skills / Data Entry skills and NA and computer skill 
Medium and know the following languages: Gujarati / ગુજરાતી (R W S T).Hindi / हिंदी (R W S T).English (US) (R W S T).
The participant is a Male and 31.0 years old.
"
614688,NA,NA,['NA'],['NA'],Diploma,Mechanical Engineering,NA,"Solidworks software, MS powerpoint,MS word, MS Excel (basic), content writing for social media platform and posting content on it.",Emedia / Active on Social Media,"['Marathi (R W S T)', 'English (UK) (R W S T)', 'Hindi / हिंदी (R W S T)']",Male,21.0,['NA'],['NA'],"
Participant 614688 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: Diploma in Mechanical Engineering.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Solidworks software, MS powerpoint,MS word, MS Excel (basic), content writing for social media platform and posting content on it. and know the following languages: Marathi (R W S T).English (UK) (R W S T).Hindi / हिंदी (R W S T).
The participant is a Male and 21.0 years old.
"
614655,NA,NA,['NA'],['NA'],NA,NA,NA,fd,Construction & Fabrication / Construction - Others,['Kannada (R W S )'],Female,34.0,['NA'],['NA'],"
Participant 614655 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: NA in NA.
They have the following skills: Construction & Fabrication / Construction - Others and NA and computer skill 
fd and know the following languages: Kannada (R W S ).
The participant is a Female and 34.0 years old.
"
614518,NA,NA,['NA'],['NA'],Bachelor of Computer Application (B.C.A.),DevOps Tools,NA,Proficient,Emedia / Active on Social Media,['English (US) (R W S T)'],Female,21.0,['NA'],['NA'],"
Participant 614518 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: Bachelor of Computer Application (B.C.A.) in DevOps Tools.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Proficient and know the following languages: English (US) (R W S T).
The participant is a Female and 21.0 years old.
"
614517,NA,NA,['NA'],['NA'],NA,NA,NA,Shiva,Office Assistant / Admin Assistant,['Amharic/Tigrigna (R W S T)'],Female,64.0,['NA'],['NA'],"
Participant 614517 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: NA in NA.
They have the following skills: Office Assistant / Admin Assistant and NA and computer skill 
Shiva and know the following languages: Amharic/Tigrigna (R W S T).
The participant is a Female and 64.0 years old.
"
614424,NA,NA,['NA'],['NA'],Bachelor of Technology (B.Tech),Computer science,Student,Yes I have computer skills I am a computer science student,Others / Air Force,['Telugu / తెలుగు (R W S T)'],Male,21.0,['NA'],['NA'],"
Participant 614424 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: Bachelor of Technology (B.Tech) in Computer science.
They have the following skills: Others / Air Force and Student and computer skill 
Yes I have computer skills I am a computer science student and know the following languages: Telugu / తెలుగు (R W S T).
The participant is a Male and 21.0 years old.
"
614408,NA,NA,['NA'],['NA'],NA,NA,aerospace engineering - engineering related design/drawing and computer skills,Ms Word,Engineering / Engineering - Others,['English (UK) (R W S T)'],Male,22.0,['NA'],['NA'],"
Participant 614408 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: NA in NA.
They have the following skills: Engineering / Engineering - Others and aerospace engineering - engineering related design/drawing and computer skills and computer skill 
Ms Word and know the following languages: English (UK) (R W S T).
The participant is a Male and 22.0 years old.
"
614353,Accenture strategy,Management Consultant,['NA'],['IT'],Other,"Accounting,Audit,Finance",NA,"I have medium computer skills like excel, word and power point. I have work experience in SAP ERP.",Emedia / Active on Social Media,['English (US) (R W S T)'],Female,29.0,['2019-12-01'],['2023-04-30'],"
Participant 614353 has the following work experience: A IT in the industry doing NA tasks for 40 months.
They have the following qualifications: Other in Accounting,Audit,Finance.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
I have medium computer skills like excel, word and power point. I have work experience in SAP ERP. and know the following languages: English (US) (R W S T).
The participant is a Female and 29.0 years old.
"
614263,NA,NA,['NA'],['NA'],Undergraduate,No specialisation,Cricket,No computer skills,Arts and Crafts / Actor,['English (US) (R W S T)'],Male,23.0,['NA'],['NA'],"
Participant 614263 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: Undergraduate in No specialisation.
They have the following skills: Arts and Crafts / Actor and Cricket and computer skill 
No computer skills and know the following languages: English (US) (R W S T).
The participant is a Male and 23.0 years old.
"
614238,Webknot Technologies Pvt. Ltd.,Flutter Developer Intern,"['As a Flutter developer, my current responsibilities include developing mobile applications, ensuring a smooth and intuitive user experience. Work with a team  of 10 members and build the app and deliver it to the client.', 'At Onroadz Car Rental, I was responsible for building the entire app for hosts to manage their vehicle rentals, track earnings, and view rental details. I collaborated with a graphic designer for app design and worked closely with the company owner to resolve customer issues and handle edge cases, ensuring the app delivered a seamless user experience.', 'I designed and executed user interfaces for an AI chat application using Jetpack Compose. I also implemented a dual-storage strategy with Realm and Firestore to optimize data handling for both local and remote access.']","['IT', 'Travel', 'IT']",Bachelor of Technology (B.Tech),Computer Science,NA,"I am a software engineer with expertise in creating mobile applications, with strong proficiency in frameworks like Flutter. Currently I have around 9 months of Industry experience.",IT / Mobile App Developer,"['English (AU) (R W S T)', 'Hindi / हिंदी (R W S T)']",Male,24.0,"['2024-08-12', '2023-08-31', '2024-07-10']","['2024-08-20', '2024-09-26']","
Participant 614238 has the following work experience: A IT in the industry doing As a Flutter developer, my current responsibilities include developing mobile applications, ensuring a smooth and intuitive user experience. Work with a team  of 10 members and build the app and deliver it to the client. tasks for 0 months. A Travel in the industry doing At Onroadz Car Rental, I was responsible for building the entire app for hosts to manage their vehicle rentals, track earnings, and view rental details. I collaborated with a graphic designer for app design and worked closely with the company owner to resolve customer issues and handle edge cases, ensuring the app delivered a seamless user experience. tasks for 13 months.
They have the following qualifications: Bachelor of Technology (B.Tech) in Computer Science.
They have the following skills: IT / Mobile App Developer and NA and computer skill 
I am a software engineer with expertise in creating mobile applications, with strong proficiency in frameworks like Flutter. Currently I have around 9 months of Industry experience. and know the following languages: English (AU) (R W S T).Hindi / हिंदी (R W S T).
The participant is a Male and 24.0 years old.
"
614130,Indian Air Force,Wing Commander,['Management of technical machine and manpower in defence of the country'],['Defence Jobs'],Bachelor - Other,Engineering,NA,Intermediate,Emedia / Active on Social Media,['English (UK) (R W S T)'],Female,35.0,['2011-07-04'],['NA'],"
Participant 614130 has the following work experience: A Defence Jobs in the industry doing Management of technical machine and manpower in defence of the country tasks.
They have the following qualifications: Bachelor - Other in Engineering.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Intermediate and know the following languages: English (UK) (R W S T).
The participant is a Female and 35.0 years old.
"
