,SP ID,Any Additional Skills,Computer Skills,Gender,Age,Work Experience/Company,Work Experience/Designation,Work Experience/Tasks,Work Experience/Industry,Work Experience/From Date,Work Experience/To Date,Education/Qualifications,Education/Specialization,Skills,Languages,Years of Experience,summary
86,615888,"Worked in the military in security. 
",Basic,Female,28.0,['Portuguese Air force'],['Military Air force Policeman'],"['Policeman, protecting Aircraft']",['Defence Jobs'],['2016-11-14'],['2024-10-16'],['Bachelor - Other'],['SCience and tecnology'],['Soft Skills / Fit for Physical Seva'],"['Portuguese / Português (R W S T)', 'Spanish / Español (R W S T)', 'English (US) (R W S T)', 'French / Français (R  S )']",[7.93],"
Participant 615888 has the following work experience: A Defence Jobs in the industry doing Policeman, protecting Aircraft tasks for 95 months.
They have the following qualifications: ['Bachelor - Other'] in ['SCience and tecnology'].
They have the following skills: ['Soft Skills / Fit for Physical Seva'] and Worked in the military in security. 
 and computer skill 
Basic and know the following languages: Portuguese / Português (R W S T).Spanish / Español (R W S T).English (US) (R W S T).French / Français (R  S ).
The participant is a Female and 28.0 years old.
"
87,615788,Stock trader on capital market,intermediate.,Male,26.0,"['independent', 'independent']","['lawyer', 'financial analyst']","['drafting legal documents , assisting senior counsel.', 'analysing micro - macro finance , deploy money in capital market.']","['Legal', 'Finance']","['2020-01-07', '2019-03-01']","['2024-09-01', '2024-09-26']",['Bachelor of Law (B.L. / LLB)'],['commercial law'],['General / Lawyer'],['English (US) (R W S T)'],"[4.65, 5.58]","
Participant 615788 has the following work experience: A Legal in the industry doing drafting legal documents , assisting senior counsel. tasks for 56 months. A Finance in the industry doing analysing micro - macro finance , deploy money in capital market. tasks for 66 months.
They have the following qualifications: ['Bachelor of Law (B.L. / LLB)'] in ['commercial law'].
They have the following skills: ['General / Lawyer'] and Stock trader on capital market and computer skill 
intermediate. and know the following languages: English (US) (R W S T).
The participant is a Male and 26.0 years old.
"
88,615769,NA,Good with basic MS office and Excel.,Male,26.0,"['Group 99 Security services', 'Compass Group India']","['Proprietor', 'Manager']",['NA'],"['Others', 'Hospitality']",['NA'],['NA'],['Bachelor - Other'],['Food and beverage production and management'],['Emedia / Active on Social Media'],"['Kannada (R W S )', 'Telugu / తెలుగు (R  S )', 'Hindi / हिंदी (R W S )', 'English (AU) (R W S T)']",,"
Participant 615769 has the following work experience: A Others in the industry doing NA tasks.
They have the following qualifications: ['Bachelor - Other'] in ['Food and beverage production and management'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Good with basic MS office and Excel. and know the following languages: Kannada (R W S ).Telugu / తెలుగు (R  S ).Hindi / हिंदी (R W S ).English (AU) (R W S T).
The participant is a Male and 26.0 years old.
"
89,615768,NA,"linux , programming , microsoft word/excel ....etc",Male,39.0,"['Quest global', 'Intel Technologies']","['Technical Architect', 'Lead Verification engineer']","['Holding the responsibilities of defining architecture to delivering the product with team', 'Driving team with holding the full end to end block delivering']","['Others', 'Others']",['NA'],['NA'],['Bachelor of Engineering (B.E.)'],['EEE'],['Engineering / Engineering - Others'],"['Telugu / తెలుగు (R W S T)', 'English (US) (R W S T)']",,"
Participant 615768 has the following work experience: A Others in the industry doing Holding the responsibilities of defining architecture to delivering the product with team tasks.
They have the following qualifications: ['Bachelor of Engineering (B.E.)'] in ['EEE'].
They have the following skills: ['Engineering / Engineering - Others'] and NA and computer skill 
linux , programming , microsoft word/excel ....etc and know the following languages: Telugu / తెలుగు (R W S T).English (US) (R W S T).
The participant is a Male and 39.0 years old.
"
90,615638,NA,Basic knowledge,Male,29.0,"['Dolatel', 'Ast ug.']","['Interpreter', 'Mechanik']",['French and two African languages to German interpreter'],"['Others', 'Automobiles']",['NA'],['NA'],['Other'],['technical vocational diploma'],['Soft Skills / Fit for Physical Seva'],['French (BE) / Français (BE) (R W S T)'],,"
Participant 615638 has the following work experience: A Others in the industry doing French and two African languages to German interpreter tasks.
They have the following qualifications: ['Other'] in ['technical vocational diploma'].
They have the following skills: ['Soft Skills / Fit for Physical Seva'] and NA and computer skill 
Basic knowledge and know the following languages: French (BE) / Français (BE) (R W S T).
The participant is a Male and 29.0 years old.
"
91,615524,"She knows Canva, a little bit of Graphic designing","MS word , Excel , Google Docs, Google Sheets , Graphic Designing",Female,25.0,"['NIC ASIA', 'UNDP , Nepal', 'Wisee Media']","['Administrative Assistant', 'Administrative Assistant', 'Assistant Client Success Manager']","['Collection of deposits from several organizations in Kathmandu, Relationship Management with recurring depositors, Marketing of different banking deposit services', 'Worked in STLRP ( Sustainable Tourism for Livelihood Recovery Project) , Data Analysis and Management, Writing project reports and documentation for UNDP , Site Visit Analysis and Report Making, Assisted in Woman Empowerment Initiative- Trekking guide training for women', 'Content and Email Marketing, Conducting daily team coordination calls, Human Resource Management, Revenue and Expenses Analysis']","['Banking and Financial Services', 'Others', 'Sales']","['2020-05-05', '2022-04-01', '2023-01-01']","['2020-11-30', '2022-09-30', '2023-08-31']",['Bachelor of Business Administration (B.B.A.)'],['Banking and Insurance'],"['Corporate / HR Executive', 'Emedia / Social Media Campaigns']","['Nepali (R W S T)', 'English (US) (R W S T)']","[0.57, 0.5, 0.66]","
Participant 615524 has the following work experience: A Banking and Financial Services in the industry doing Collection of deposits from several organizations in Kathmandu, Relationship Management with recurring depositors, Marketing of different banking deposit services tasks for 6 months. A Others in the industry doing Worked in STLRP ( Sustainable Tourism for Livelihood Recovery Project) , Data Analysis and Management, Writing project reports and documentation for UNDP , Site Visit Analysis and Report Making, Assisted in Woman Empowerment Initiative- Trekking guide training for women tasks for 5 months. A Sales in the industry doing Content and Email Marketing, Conducting daily team coordination calls, Human Resource Management, Revenue and Expenses Analysis tasks for 7 months.
They have the following qualifications: ['Bachelor of Business Administration (B.B.A.)'] in ['Banking and Insurance'].
They have the following skills: ['Corporate / HR Executive', 'Emedia / Social Media Campaigns'] and She knows Canva, a little bit of Graphic designing and computer skill 
MS word , Excel , Google Docs, Google Sheets , Graphic Designing and know the following languages: Nepali (R W S T).English (US) (R W S T).
The participant is a Female and 25.0 years old.
"
92,615474,NA,MS Teams/ Microsoft 365 / Microsoft Office / Zoom Chat,Female,35.0,"['University College of London Hospitals', 'Northwest London Hospitals']","['Nurse Educator', 'Nurse Educator']","['Training and Education for Nursing Staff', 'Training and Education for staff and student nurses']","['Healthcare', 'Healthcare']",['NA'],['NA'],['Bachelor of Science (B.Sc)'],['Nursing'],"['Basic Computer Skills / Basic Computer (MS Office and Email) Skills', 'Soft Skills / Strong Interpersonal skills (Coordinator)']",['English (UK) (R W S T)'],,"
Participant 615474 has the following work experience: A Healthcare in the industry doing Training and Education for Nursing Staff tasks.
They have the following qualifications: ['Bachelor of Science (B.Sc)'] in ['Nursing'].
They have the following skills: ['Basic Computer Skills / Basic Computer (MS Office and Email) Skills', 'Soft Skills / Strong Interpersonal skills (Coordinator)'] and NA and computer skill 
MS Teams/ Microsoft 365 / Microsoft Office / Zoom Chat and know the following languages: English (UK) (R W S T).
The participant is a Female and 35.0 years old.
"
93,615421,NA,"software engineer good at devops skillset like python, aws, kubernetes etc.",Female,39.0,"['Veritas Technologies Pvt. Ltd.', 'GS Lab Pvt. Ltd.', 'Sureline Systems']","['Sr. Software Engineer', 'Software Engineer', 'Jr. Software Engineer']","['Responsible for application Build & Release process which includes Code Compilation, Packaging, Security Scanning and code quality scanning, Deployment and Application Configuration']","['IT', 'IT', 'IT']",['NA'],['NA'],['Master of Science (M.Sc)'],['NA'],['Emedia / Active on Social Media'],"['English (UK) (R W S T)', 'Hindi / हिंदी (R W S T)']",,"
Participant 615421 has the following work experience: A IT in the industry doing Responsible for application Build & Release process which includes Code Compilation, Packaging, Security Scanning and code quality scanning, Deployment and Application Configuration tasks.
They have the following qualifications: ['Master of Science (M.Sc)'] in ['NA'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
software engineer good at devops skillset like python, aws, kubernetes etc. and know the following languages: English (UK) (R W S T).Hindi / हिंदी (R W S T).
The participant is a Female and 39.0 years old.
"
94,615413,NA,Yes I have,Male,33.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Bachelor of Commerce (B.Com)'],['Account'],['Emedia / Active on Social Media'],['Hindi / हिंदी (R W S T)'],,"
Participant 615413 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Commerce (B.Com)'] in ['Account'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Yes I have and know the following languages: Hindi / हिंदी (R W S T).
The participant is a Male and 33.0 years old.
"
95,615254,communication skills ,"1. Adobe Creative Cloud – Proficient in using Adobe tools like Photoshop and Illustrator for content creation and design. 
2. Tableau – Skilled in using Tableau for data visualization and marketing performance analysis. 
3. Sprinklr – Experienced in managing social media and analyzing performance through Sprinklr. 
4. Google Ads – Proficient in creating and optimizing Google Ads campaigns for lead generation and visibility. 
5. HubSpot – Experienced in using HubSpot for content management and campaign execution. 
6. WordPress – Familiar with navigating WordPress for basic content updates and management. 
7. Microsoft Office Suite – Advanced skills in MS Excel (including advanced functions), Word, and PowerPoint for reporting, analysis, and presentations. 
8. Canva – Skilled in using Canva for graphic design and social media content creation.",Female,30.0,"['Deloitte USI', 'Adfactors PR', 'Genesis BCW', 'Hamar Jharkhand', 'Shruti Visual information private limited']","['Senior Analyst', 'Senior account executive', 'Senior account executive', 'Public relations executive', 'Content writer']","['• Spearhead the development and execution of marketing content strategies, collaborating with cross-functional teams to align with campaign objectives. • Ensure service excellence by defining campaign goals, adhering to legal and brand standards, and facilitating seamless content dissemination across channels. • Lead talent management initiatives, fostering collaboration and knowledge sharing within the marketing team. • Contribute to measuring marketing effectiveness, compiling metrics, and preparing impactful campaign impact reports. • Build relationships within the marketing community and facilitate effective project management with internal teams.', 'PR for pharma and medical technology verticals on clients like Astra Zeneca, Intuitive Surgical India, Healthium, AYU Health and Apollo Hospitals. • Cultivate relationships with media to optimize coverage for clients in the pharma and medical technology sectors. • Maintain brand standards and consistency across projects, providing guidance on design, copy, and content needs. • Manage internal and external communications, crisis communications, and oversee social media platforms. • Evaluate performance data, regulating reporting across businesses on a monthly basis.', 'PR for technology and pharma verticals on clients like Viatris Inc, Novartis, The Himalaya Wellness Company, Nestle, MedGenome India, Rotary International, WHO’s COVID Vaccine Project, DKMS BMST Foundation India, Intel, and Accenture.  • Optimize press coverage for clients in technology and pharma sectors through effective media communication. • Support Global Advisory eminence programs, managing end-to-end project management, tracking, and reporting. • Evaluate performance data, ensuring regular reporting across businesses. • Develop and maintain critical communication operations documents and best practice processes.', 'PR for Information and Public Relation Department (PRD) of Jharkhand Government  • Drive public awareness by disseminating government policies, programs, and achievements. • Analyze public perception and feedback, facilitating quick responses through media. • Coordinate media reporting of government functions and organize inter-state visits for journalists.', 'Content creation for Jharkhand Legislative Assembly  • Produce diverse content types, including press releases, speeches, social media posts, and white papers. • Manage a blog, pitch articles to third-party platforms, and collaborate with other departments for innovative content ideas.']","['Marketing', 'Media', 'Media', 'Media', 'Media']",['NA'],['NA'],['Bachelor of Commerce (B.Com)'],['Accountancy'],"['Emedia / Active on Social Media', 'Media and Communication / Communication Trainer']","['English (UK) (R W S T)', 'English (US) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Punjabi (   T)']",,"
Participant 615254 has the following work experience: A Marketing in the industry doing • Spearhead the development and execution of marketing content strategies, collaborating with cross-functional teams to align with campaign objectives. • Ensure service excellence by defining campaign goals, adhering to legal and brand standards, and facilitating seamless content dissemination across channels. • Lead talent management initiatives, fostering collaboration and knowledge sharing within the marketing team. • Contribute to measuring marketing effectiveness, compiling metrics, and preparing impactful campaign impact reports. • Build relationships within the marketing community and facilitate effective project management with internal teams. tasks.
They have the following qualifications: ['Bachelor of Commerce (B.Com)'] in ['Accountancy'].
They have the following skills: ['Emedia / Active on Social Media', 'Media and Communication / Communication Trainer'] and communication skills  and computer skill 
1. Adobe Creative Cloud – Proficient in using Adobe tools like Photoshop and Illustrator for content creation and design. 
2. Tableau – Skilled in using Tableau for data visualization and marketing performance analysis. 
3. Sprinklr – Experienced in managing social media and analyzing performance through Sprinklr. 
4. Google Ads – Proficient in creating and optimizing Google Ads campaigns for lead generation and visibility. 
5. HubSpot – Experienced in using HubSpot for content management and campaign execution. 
6. WordPress – Familiar with navigating WordPress for basic content updates and management. 
7. Microsoft Office Suite – Advanced skills in MS Excel (including advanced functions), Word, and PowerPoint for reporting, analysis, and presentations. 
8. Canva – Skilled in using Canva for graphic design and social media content creation. and know the following languages: English (UK) (R W S T).English (US) (R W S T).Hindi / हिंदी (R W S T).Punjabi (   T).
The participant is a Female and 30.0 years old.
"
96,615252,NA,Depends on the work that is provided to me,Male,32.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Bachelor of Arts (B.A.)'],['NA'],['Emedia / Active on Social Media'],['English (AU) (R W  )'],,"
Participant 615252 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Arts (B.A.)'] in ['NA'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Depends on the work that is provided to me and know the following languages: English (AU) (R W  ).
The participant is a Male and 32.0 years old.
"
97,615221,NA,"Microsoft Office Suite: Word, Excel, PowerPoint, Outlook 
Google Workspace: Docs, Sheets, Slides, Drive 
Programming Languages: C, C++ 
SQL Databases: MySQL 
OS Experience: Windows, macOS",Female,25.0,"['COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH-CEERI', 'TATA CONSULTANCY SERVICES']","['PROJECT ASSOCIATE', 'ASSISTANT SYSTEM ENGINEER']","['RESEARCH', 'DEVELOPMENT AND TESTING']","['Research and Development', 'IT']",['NA'],['NA'],['Bachelor of Technology (B.Tech)'],['COMPUTER SCIENCE ENGINEERING'],['Engineering / Computer Science Engineer'],"['English (US) (R W S T)', 'English (UK) (R W S T)', 'English (AU) (R W S T)', 'English (CA) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Nepali (R W S T)']",,"
Participant 615221 has the following work experience: A Research and Development in the industry doing RESEARCH tasks.
They have the following qualifications: ['Bachelor of Technology (B.Tech)'] in ['COMPUTER SCIENCE ENGINEERING'].
They have the following skills: ['Engineering / Computer Science Engineer'] and NA and computer skill 
Microsoft Office Suite: Word, Excel, PowerPoint, Outlook 
Google Workspace: Docs, Sheets, Slides, Drive 
Programming Languages: C, C++ 
SQL Databases: MySQL 
OS Experience: Windows, macOS and know the following languages: English (US) (R W S T).English (UK) (R W S T).English (AU) (R W S T).English (CA) (R W S T).Hindi / हिंदी (R W S T).Nepali (R W S T).
The participant is a Female and 25.0 years old.
"
98,615208,NA,"Excel with basic formulas, PPT preparation,  good typing speed, use on daily basis at work",Female,35.0,"['IKS Health Pvt Ltd', 'GeBBs Healthcare Solutions Pvt Ltd', 'Omega Healthcare Pvt Ltd']","['Senior Manager', 'Trainer', 'Team Leader']","['Client communication, Medical coding, Working with a team of 80 coders', 'Medical coding training for new and experienced associates', 'Started as a fresher and scaled upto Team coach and Team Leader in the field of Medical coding']","['BPO and KPO', 'BPO and KPO', 'BPO and KPO']",['NA'],['NA'],['Bachelor of Engineering (B.E.)'],['Biotechnology'],['Emedia / Active on Social Media'],"['English (US) (R W S T)', 'Kannada (R W S )', 'Hindi / हिंदी (R W S T)']",,"
Participant 615208 has the following work experience: A BPO and KPO in the industry doing Client communication, Medical coding, Working with a team of 80 coders tasks.
They have the following qualifications: ['Bachelor of Engineering (B.E.)'] in ['Biotechnology'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Excel with basic formulas, PPT preparation,  good typing speed, use on daily basis at work and know the following languages: English (US) (R W S T).Kannada (R W S ).Hindi / हिंदी (R W S T).
The participant is a Female and 35.0 years old.
"
99,615078,NA,I have some computer skills as I work on computers for deployment and fixing errors. Have some experience in coding,Male,29.0,['HCSC'],['Associate Software Developer'],['Deploying the application and fixing the checkmarx issue as well as resolving bugs.'],['IT'],['NA'],['NA'],['Bachelor of Arts (B.A.)'],['Computer Science'],['IT / Developer'],['English (US) (R W S T)'],,"
Participant 615078 has the following work experience: A IT in the industry doing Deploying the application and fixing the checkmarx issue as well as resolving bugs. tasks.
They have the following qualifications: ['Bachelor of Arts (B.A.)'] in ['Computer Science'].
They have the following skills: ['IT / Developer'] and NA and computer skill 
I have some computer skills as I work on computers for deployment and fixing errors. Have some experience in coding and know the following languages: English (US) (R W S T).
The participant is a Male and 29.0 years old.
"
100,615068,NA,"Python Programing 
c programing 
dbms",Male,21.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Undergraduate'],['cybersecurity'],['Emedia / Active on Social Media'],['English (US) (R W S T)'],,"
Participant 615068 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Undergraduate'] in ['cybersecurity'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Python Programing 
c programing 
dbms and know the following languages: English (US) (R W S T).
The participant is a Male and 21.0 years old.
"
101,614907,NA,"Microsoft Word, Excel, PowerPoint, Office 365",Male,35.0,"['Sambodhi Research & Communications Pvt. Ltd.', 'Aker Solutions', 'Tata Consultancy Services']","['HR Manager', 'Senior Executive HR', 'HR - Talent Acquisition']","['Overseeing and managing key human resources functions in alignment with organizational goals and supporting business objectives.', 'Talent Acquisition, Learning & Development, HR Operations', 'Talent Acquisition']","['Consulting', 'Oil', 'IT']",['NA'],['NA'],"['Master of Business Administration (M.B.A.)', 'Bachelor of Business Administration (B.B.A.)']","['Human Resources', 'Human Resources']","['Corporate / HR Executive', 'Corporate / HR Manager', 'Others / Pilot']",['English (UK) (R W S T)'],,"
Participant 614907 has the following work experience: A Consulting in the industry doing Overseeing and managing key human resources functions in alignment with organizational goals and supporting business objectives. tasks.
They have the following qualifications: ['Master of Business Administration (M.B.A.)', 'Bachelor of Business Administration (B.B.A.)'] in ['Human Resources', 'Human Resources'].
They have the following skills: ['Corporate / HR Executive', 'Corporate / HR Manager', 'Others / Pilot'] and NA and computer skill 
Microsoft Word, Excel, PowerPoint, Office 365 and know the following languages: English (UK) (R W S T).
The participant is a Male and 35.0 years old.
"
102,614807,NA,"MS Office365, English typing",Male,30.0,"['American Airlines', 'Ernst & Young']","['Software Developer', 'Senior Lead Consultant']",['NA'],"['IT', 'Top Management; IT']","['2018-03-26', '2021-06-14']","['2021-06-11', '2024-03-29']","['Bachelor of Engineering (B.E.)', 'Master - Other']","['Information Technology', 'Management Information Systems']",['IT / Artificial Intelligence/ Machine Learning'],"['English (US) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Gujarati / ગુજરાતી (R W S T)']","[3.21, 2.79]","
Participant 614807 has the following work experience: A IT in the industry doing NA tasks for 39 months.
They have the following qualifications: ['Bachelor of Engineering (B.E.)', 'Master - Other'] in ['Information Technology', 'Management Information Systems'].
They have the following skills: ['IT / Artificial Intelligence/ Machine Learning'] and NA and computer skill 
MS Office365, English typing and know the following languages: English (US) (R W S T).Hindi / हिंदी (R W S T).Gujarati / ગુજરાતી (R W S T).
The participant is a Male and 30.0 years old.
"
103,614801,NA,Basic,Male,30.0,"['Isha', 'Le Méridien']","['Staff', 'Pastry chef']","['Cab booking, cab allocation, bill verification, local shifting,shuttle service etc..', 'Baking,preparing  desserts for buffet, cakes for bday anniversary etc..']","['Others', 'Hospitality']",['NA'],['NA'],['Bachelor - Other'],['Bakery and Confectionery'],['Arts and Crafts / Video Editor'],['English (UK) (R W S T)'],,"
Participant 614801 has the following work experience: A Others in the industry doing Cab booking, cab allocation, bill verification, local shifting,shuttle service etc.. tasks.
They have the following qualifications: ['Bachelor - Other'] in ['Bakery and Confectionery'].
They have the following skills: ['Arts and Crafts / Video Editor'] and NA and computer skill 
Basic and know the following languages: English (UK) (R W S T).
The participant is a Male and 30.0 years old.
"
104,614790,"Fashion styling, Landscape gardening",Fluent,Female,38.0,"['Self Employed', 'Norwood Terrain ltd', 'Village Vet', 'Jigsaw', 'Karen Millen', ""Levi's""]","['Owner', 'Landscaper', 'Head Receptionist', 'Deputy Manager', 'Supervisor & Fashion Stylist', 'Fashion Stylist']","['Design & Management', 'Designing, planting plants, maintainance and care', 'Team Management, Banking, Orders, Reports, etc', 'Team Management, Banking, writing Reports, etc', 'Training the team, Writing Reports, Team Management, etc.', 'Styling clients']","['Art', 'Agriculture', 'Others', 'Fashion', 'Fashion', 'Fashion']",['NA'],['NA'],"['Bachelor of Education (B.Ed.)', 'Diploma', 'Other']","['Teaching English As a Foreign Language (TEFL)', 'Graphic Design', 'English']","['Soft Skills / Articulate in communication', 'Education / English Teacher', 'Arts and Crafts / Fashion Designer', 'Soft Skills / Fit for Physical Seva', 'Corporate / Manager - Others', 'Corporate / Operations Manager', 'Corporate / Sales Manager']",['English (UK) (R W S T)'],,"
Participant 614790 has the following work experience: A Art in the industry doing Design & Management tasks.
They have the following qualifications: ['Bachelor of Education (B.Ed.)', 'Diploma', 'Other'] in ['Teaching English As a Foreign Language (TEFL)', 'Graphic Design', 'English'].
They have the following skills: ['Soft Skills / Articulate in communication', 'Education / English Teacher', 'Arts and Crafts / Fashion Designer', 'Soft Skills / Fit for Physical Seva', 'Corporate / Manager - Others', 'Corporate / Operations Manager', 'Corporate / Sales Manager'] and Fashion styling, Landscape gardening and computer skill 
Fluent and know the following languages: English (UK) (R W S T).
The participant is a Female and 38.0 years old.
"
105,614734,NA,"Microsoft, Typing, basic computer skills needed to perform any task",Male,25.0,"['Aramex', 'Nielsen', 'Mawdoo3', 'Amazon', 'Jobedu']","['Technology GRC and Business Management', 'Data Entry Associate', 'Freelance Content Writer', 'Customer Service Associate', 'Retail Sales Representative and Team Leader']","['Monitoring the operations of IT departement', '- Establishing and building data standards for a startup project. - Categorization and classification of data. - Training employees on data classification and system usage. - Enhanced team efficiency by completing high-volume data tasks within tight deadlines. - Served as a reliable resource for peers seeking guidance or assistance with complex data tasks. - Checked for accuracy by verifying data and records. - Created spreadsheets for more efficient recordkeeping.', 'Writing Articles regarding sports, technology and agriculture.', '- Managed high call volume with exceptional time management skills,  minimizing wait times for customers. - Maintained a high level of product knowledge, providing accurate information to customers. - Security check and user identification - Tracking orders and fulfillment. - Responded to customer requests, offering excellent support and tailored recommendations to address needs.', '- Increased customer satisfaction ratings by closely monitoring service quality standards and addressing any issues promptly. - Enhanced team productivity by implementing efficient work processes and regularly reviewing performance metrics. - Maintained an inclusive and diverse team culture, promoting respect and understanding among all members. - Empowered team members by delegating responsibilities according to individual strengths and areas of expertise. - Managed conflict resolution among team members, fostering a positive and collaborative work environment. - Established open and professional relationships with team members to achieve quick resolutions for various issues.']","['Supply Chain', 'IT', 'Content Writing', 'Retail', 'Retail']",['NA'],['NA'],['Bachelor - Other'],['Business Information Technology'],"['IT / Business Analyst', 'Media and Communication / Content Writer', 'Basic Computer Skills / Data Entry skills', 'Soft Skills / Fit for Physical Seva']",['English (US) (R W S T)'],,"
Participant 614734 has the following work experience: A Supply Chain in the industry doing Monitoring the operations of IT departement tasks.
They have the following qualifications: ['Bachelor - Other'] in ['Business Information Technology'].
They have the following skills: ['IT / Business Analyst', 'Media and Communication / Content Writer', 'Basic Computer Skills / Data Entry skills', 'Soft Skills / Fit for Physical Seva'] and NA and computer skill 
Microsoft, Typing, basic computer skills needed to perform any task and know the following languages: English (US) (R W S T).
The participant is a Male and 25.0 years old.
"
106,614717,NA,Medium,Male,31.0,"['Balaji salt', 'Karikrupa hardware', 'Spona international pvt.ltd.']","['Owner', 'Owner', 'Owner']","['Production', 'Marketing', 'Marketing']","['Industrial Products', 'Advertising', 'Import and Export']",['NA'],['NA'],['Bachelor of Commerce (B.Com)'],['No'],"['Basic Computer Skills / Data Entry skills', 'Soft Skills / Fit for Physical Seva']","['Gujarati / ગુજરાતી (R W S T)', 'Hindi / हिंदी (R W S T)', 'English (US) (R W S T)']",,"
Participant 614717 has the following work experience: A Industrial Products in the industry doing Production tasks.
They have the following qualifications: ['Bachelor of Commerce (B.Com)'] in ['No'].
They have the following skills: ['Basic Computer Skills / Data Entry skills', 'Soft Skills / Fit for Physical Seva'] and NA and computer skill 
Medium and know the following languages: Gujarati / ગુજરાતી (R W S T).Hindi / हिंदी (R W S T).English (US) (R W S T).
The participant is a Male and 31.0 years old.
"
107,614688,NA,"Solidworks software, MS powerpoint,MS word, MS Excel (basic), content writing for social media platform and posting content on it.",Male,21.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Diploma'],['Mechanical Engineering'],['Emedia / Active on Social Media'],"['Marathi (R W S T)', 'English (UK) (R W S T)', 'Hindi / हिंदी (R W S T)']",,"
Participant 614688 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Diploma'] in ['Mechanical Engineering'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Solidworks software, MS powerpoint,MS word, MS Excel (basic), content writing for social media platform and posting content on it. and know the following languages: Marathi (R W S T).English (UK) (R W S T).Hindi / हिंदी (R W S T).
The participant is a Male and 21.0 years old.
"
108,614655,NA,fd,Female,34.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Construction & Fabrication / Construction - Others'],['Kannada (R W S )'],,"
Participant 614655 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['NA'] in ['NA'].
They have the following skills: ['Construction & Fabrication / Construction - Others'] and NA and computer skill 
fd and know the following languages: Kannada (R W S ).
The participant is a Female and 34.0 years old.
"
109,614518,NA,Proficient,Female,21.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Bachelor of Computer Application (B.C.A.)'],['DevOps Tools'],['Emedia / Active on Social Media'],['English (US) (R W S T)'],,"
Participant 614518 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Computer Application (B.C.A.)'] in ['DevOps Tools'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Proficient and know the following languages: English (US) (R W S T).
The participant is a Female and 21.0 years old.
"
110,614517,NA,Shiva,Female,64.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Office Assistant / Admin Assistant'],['Amharic/Tigrigna (R W S T)'],,"
Participant 614517 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['NA'] in ['NA'].
They have the following skills: ['Office Assistant / Admin Assistant'] and NA and computer skill 
Shiva and know the following languages: Amharic/Tigrigna (R W S T).
The participant is a Female and 64.0 years old.
"
111,614424,Student,Yes I have computer skills I am a computer science student,Male,21.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Bachelor of Technology (B.Tech)'],['Computer science'],['Others / Air Force'],['Telugu / తెలుగు (R W S T)'],,"
Participant 614424 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Technology (B.Tech)'] in ['Computer science'].
They have the following skills: ['Others / Air Force'] and Student and computer skill 
Yes I have computer skills I am a computer science student and know the following languages: Telugu / తెలుగు (R W S T).
The participant is a Male and 21.0 years old.
"
112,614408,aerospace engineering - engineering related design/drawing and computer skills,Ms Word,Male,22.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Engineering / Engineering - Others'],['English (UK) (R W S T)'],,"
Participant 614408 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['NA'] in ['NA'].
They have the following skills: ['Engineering / Engineering - Others'] and aerospace engineering - engineering related design/drawing and computer skills and computer skill 
Ms Word and know the following languages: English (UK) (R W S T).
The participant is a Male and 22.0 years old.
"
